"quantity","value"
"trend_mean",-0.714634937622514
"trend_sd",0.6344478299746
"trend_median",-0.626373648643494
"trend_q05",-1.83716285228729
"trend_q95",0.120879121124744
"pct_negative",91.6543331484342
