x,y,z,u,v,dist,gsd,visible,change
733322.50,4051314.75,2424.17,1418,2093,609.7,0.160,1,gain
733556.50,4051314.75,2525.36,1683,1557,840.6,0.221,1,gain
733558.50,4051314.75,2526.04,1685,1555,842.6,0.221,1,gain
733326.50,4051313.75,2425.38,1431,2084,613.2,0.161,1,gain
733554.50,4051313.75,2524.80,1686,1559,838.4,0.220,1,gain
733557.50,4051313.75,2525.77,1689,1556,841.5,0.221,1,gain
733558.50,4051313.75,2526.05,1690,1555,842.5,0.221,1,gain
733560.50,4051313.75,2526.61,1691,1553,844.5,0.222,1,gain
733562.50,4051313.75,2526.87,1693,1552,846.5,0.222,1,gain
733563.50,4051313.75,2526.93,1694,1553,847.5,0.223,1,gain
733147.50,4051312.75,2387.11,1042,2531,445.6,0.117,1,gain
733152.50,4051312.75,2387.93,1058,2515,450.2,0.118,1,gain
733555.50,4051312.75,2524.82,1692,1559,839.3,0.221,1,gain
733556.50,4051312.75,2525.47,1693,1557,840.3,0.221,1,gain
733557.50,4051312.75,2525.75,1694,1556,841.3,0.221,1,gain
733558.50,4051312.75,2526.01,1694,1555,842.3,0.221,1,gain
733559.50,4051312.75,2526.27,1695,1554,843.3,0.222,1,gain
733560.50,4051312.75,2526.43,1696,1554,844.3,0.222,1,gain
733561.50,4051312.75,2526.58,1697,1553,845.3,0.222,1,gain
733562.50,4051312.75,2526.68,1698,1553,846.3,0.222,1,gain
733563.50,4051312.75,2526.69,1698,1554,847.3,0.223,1,gain
733142.50,4051311.75,2386.33,1036,2546,440.8,0.116,1,gain
733143.50,4051311.75,2386.39,1039,2544,441.7,0.116,1,gain
733144.50,4051311.75,2386.64,1042,2540,442.6,0.116,1,gain
733294.50,4051311.75,2411.72,1393,2189,582.7,0.153,1,gain
733552.50,4051311.75,2524.14,1694,1561,836.1,0.220,1,gain
733553.50,4051311.75,2524.48,1695,1560,837.1,0.220,1,gain
733555.50,4051311.75,2524.78,1697,1560,839.1,0.220,1,gain
733556.50,4051311.75,2525.41,1697,1557,840.1,0.221,1,gain
733557.50,4051311.75,2525.68,1698,1556,841.1,0.221,1,gain
733560.50,4051311.75,2526.30,1701,1554,844.1,0.222,1,gain
733562.50,4051311.75,2526.45,1702,1554,846.1,0.222,1,gain
733563.50,4051311.75,2526.45,1703,1555,847.1,0.223,1,gain
733143.50,4051310.75,2386.38,1049,2544,441.4,0.116,1,gain
733144.50,4051310.75,2386.62,1052,2540,442.3,0.116,1,gain
733154.50,4051310.75,2388.21,1083,2509,451.4,0.119,1,gain
733170.50,4051310.75,2392.26,1129,2450,465.8,0.122,1,gain
733294.50,4051310.75,2411.87,1400,2188,582.4,0.153,1,gain
733436.50,4051310.75,2474.05,1591,1785,719.4,0.189,1,gain
733450.50,4051310.75,2477.16,1606,1770,733.2,0.193,1,gain
733552.50,4051310.75,2523.98,1699,1562,835.9,0.220,1,gain
733553.50,4051310.75,2524.36,1700,1561,836.9,0.220,1,gain
733554.50,4051310.75,2524.67,1701,1560,837.9,0.220,1,gain
733555.50,4051310.75,2524.67,1701,1560,838.9,0.220,0,gain
733556.50,4051310.75,2525.30,1702,1557,839.9,0.221,1,gain
733557.50,4051310.75,2525.53,1703,1557,840.9,0.221,1,gain
733141.50,4051309.75,2386.07,1052,2550,439.2,0.115,1,gain
733142.50,4051309.75,2386.14,1055,2547,440.2,0.116,1,gain
733143.50,4051309.75,2386.24,1058,2545,441.1,0.116,1,gain
733144.50,4051309.75,2386.55,1062,2540,442.0,0.116,1,gain
733145.50,4051309.75,2386.69,1065,2537,442.9,0.116,1,gain
733169.50,4051309.75,2392.45,1135,2450,464.6,0.122,1,gain
733175.50,4051309.75,2394.33,1151,2426,470.0,0.123,1,gain
733178.50,4051309.75,2394.94,1160,2417,472.7,0.124,1,gain
733179.50,4051309.75,2394.92,1162,2416,473.7,0.124,1,gain
733248.50,4051309.75,2403.56,1322,2278,538.5,0.142,1,gain
733336.50,4051309.75,2431.26,1472,2043,621.8,0.163,1,gain
733337.50,4051309.75,2432.06,1473,2038,622.7,0.164,1,gain
733553.50,4051309.75,2524.22,1705,1561,836.7,0.220,1,gain
733554.50,4051309.75,2524.22,1705,1562,837.7,0.220,1,gain
733555.50,4051309.75,2524.54,1706,1561,838.7,0.220,1,gain
733556.50,4051309.75,2525.13,1707,1558,839.8,0.221,1,gain
733154.50,4051308.75,2387.27,1102,2518,450.9,0.118,1,gain
733159.50,4051308.75,2388.65,1116,2497,455.4,0.120,1,gain
733248.50,4051308.75,2403.76,1330,2277,538.3,0.141,1,gain
733337.50,4051308.75,2431.84,1480,2039,622.5,0.164,1,gain
733552.50,4051308.75,2523.92,1709,1563,835.6,0.220,1,gain
733553.50,4051308.75,2524.22,1709,1561,836.6,0.220,1,gain
733555.50,4051308.75,2524.54,1711,1561,838.6,0.220,1,gain
733160.50,4051307.75,2388.69,1128,2496,456.0,0.120,1,gain
733191.50,4051307.75,2398.80,1210,2369,484.0,0.127,1,gain
733193.50,4051307.75,2399.05,1215,2365,485.9,0.128,1,gain
733194.50,4051307.75,2399.37,1218,2361,486.8,0.128,1,gain
733195.50,4051307.75,2399.70,1220,2357,487.7,0.128,1,gain
733336.50,4051307.75,2431.17,1485,2044,621.3,0.163,1,gain
733337.50,4051307.75,2431.78,1486,2039,622.3,0.164,1,gain
733467.50,4051307.75,2487.19,1639,1719,749.7,0.197,1,gain
733552.50,4051307.75,2523.72,1713,1563,835.4,0.220,1,gain
733565.50,4051307.75,2525.05,1724,1562,848.3,0.223,1,gain
733566.50,4051307.75,2525.16,1724,1562,849.3,0.223,0,gain
733181.50,4051306.75,2395.88,1194,2405,474.6,0.125,1,gain
733185.50,4051306.75,2396.85,1204,2392,478.3,0.126,1,gain
733341.50,4051306.75,2433.94,1498,2025,625.9,0.164,1,gain
733407.50,4051306.75,2455.93,1582,1884,690.0,0.181,1,gain
733566.50,4051306.75,2525.09,1729,1562,849.1,0.223,1,gain
733567.50,4051306.75,2525.39,1730,1561,850.1,0.223,1,gain
733140.50,4051305.75,2384.63,1088,2564,437.3,0.115,1,gain
733141.50,4051305.75,2384.56,1091,2563,438.2,0.115,1,gain
733167.50,4051305.75,2391.09,1166,2464,461.7,0.121,1,gain
733175.50,4051305.75,2393.42,1187,2433,468.9,0.123,1,gain
733176.50,4051305.75,2393.30,1190,2433,469.9,0.123,1,gain
733185.50,4051305.75,2396.64,1213,2394,478.0,0.126,1,gain
733341.50,4051305.75,2433.86,1505,2025,625.7,0.164,1,gain
733344.50,4051305.75,2435.66,1509,2013,628.5,0.165,1,gain
733552.50,4051305.75,2523.03,1723,1567,835.0,0.219,1,gain
733553.50,4051305.75,2523.34,1724,1566,836.0,0.220,1,gain
733554.50,4051305.75,2523.34,1725,1566,837.0,0.220,1,gain
733555.50,4051305.75,2523.72,1725,1565,838.0,0.220,1,gain
733556.50,4051305.75,2524.30,1726,1562,839.0,0.220,1,gain
733141.50,4051304.75,2384.28,1101,2566,438.0,0.115,1,gain
733176.50,4051304.75,2393.30,1199,2433,469.6,0.123,1,gain
733182.50,4051304.75,2395.43,1214,2407,475.0,0.125,1,gain
733184.50,4051304.75,2395.99,1219,2400,476.9,0.125,1,gain
733186.50,4051304.75,2396.63,1224,2392,478.7,0.126,1,gain
733288.50,4051304.75,2409.83,1432,2206,575.3,0.151,1,gain
733338.50,4051304.75,2431.78,1507,2039,622.6,0.164,1,gain
733339.50,4051304.75,2432.70,1508,2033,623.5,0.164,1,gain
733384.50,4051304.75,2447.02,1567,1937,667.1,0.175,1,gain
733388.50,4051304.75,2448.33,1572,1929,671.0,0.176,1,gain
733554.50,4051304.75,2523.13,1729,1567,836.8,0.220,1,gain
733555.50,4051304.75,2523.46,1730,1566,837.8,0.220,1,gain
733556.50,4051304.75,2524.04,1731,1564,838.9,0.220,1,gain
733558.50,4051304.75,2524.37,1732,1563,840.9,0.221,0,gain
733163.50,4051303.75,2388.75,1173,2490,457.7,0.120,1,gain
733172.50,4051303.75,2391.75,1197,2451,465.8,0.122,1,gain
733182.50,4051303.75,2395.12,1223,2410,474.8,0.125,1,gain
733388.50,4051303.75,2448.52,1578,1928,670.8,0.176,1,gain
733389.50,4051303.75,2449.15,1579,1924,671.8,0.177,1,gain
733410.50,4051303.75,2458.21,1603,1871,692.3,0.182,1,gain
733445.50,4051303.75,2480.07,1639,1753,727.1,0.191,1,gain
733474.50,4051303.75,2492.75,1667,1692,756.1,0.199,1,gain
733178.50,4051302.75,2393.33,1221,2430,471.0,0.124,1,gain
733187.50,4051302.75,2396.08,1244,2396,479.1,0.126,1,gain
733190.50,4051302.75,2397.24,1251,2383,481.9,0.127,1,gain
733194.50,4051302.75,2398.18,1260,2370,485.6,0.128,1,gain
733345.50,4051302.75,2436.21,1529,2009,628.8,0.165,1,gain
733469.50,4051302.75,2490.14,1668,1704,750.8,0.197,1,gain
733472.50,4051302.75,2492.28,1670,1694,753.9,0.198,1,gain
733474.50,4051302.75,2492.97,1672,1691,755.9,0.199,1,gain
733166.50,4051301.75,2389.05,1200,2483,459.9,0.121,1,gain
733167.50,4051301.75,2389.67,1202,2476,460.8,0.121,1,gain
733174.50,4051301.75,2391.86,1220,2448,467.1,0.123,1,gain
733179.50,4051301.75,2393.98,1233,2423,471.5,0.124,1,gain
733190.50,4051301.75,2397.24,1259,2382,481.6,0.127,1,gain
733203.50,4051301.75,2401.73,1289,2332,493.5,0.130,1,gain
733470.50,4051301.75,2490.91,1674,1701,751.7,0.198,1,gain
733473.50,4051301.75,2492.97,1677,1691,754.7,0.198,1,gain
733168.50,4051300.75,2389.23,1214,2478,461.5,0.121,1,gain
733169.50,4051300.75,2389.50,1217,2475,462.4,0.122,1,gain
733196.50,4051300.75,2398.51,1282,2365,486.9,0.128,1,gain
733202.50,4051300.75,2401.31,1295,2336,492.3,0.129,1,gain
733203.50,4051300.75,2401.59,1298,2333,493.2,0.130,1,gain
733204.50,4051300.75,2401.83,1300,2330,494.2,0.130,1,gain
733297.50,4051300.75,2411.85,1474,2187,583.0,0.153,1,gain
733298.50,4051300.75,2412.36,1476,2183,583.9,0.153,1,gain
733350.50,4051300.75,2438.38,1549,1995,633.2,0.166,1,gain
733468.50,4051300.75,2489.56,1677,1707,749.5,0.197,1,gain
733470.50,4051300.75,2491.05,1679,1700,751.5,0.197,1,gain
733471.50,4051300.75,2491.70,1680,1697,752.5,0.198,1,gain
733473.50,4051300.75,2493.27,1682,1689,754.6,0.198,1,gain
733172.50,4051299.75,2390.04,1233,2466,464.9,0.122,1,gain
733179.50,4051299.75,2392.90,1250,2432,471.1,0.124,1,gain
733472.50,4051299.75,2492.74,1686,1692,753.4,0.198,1,gain
733473.50,4051299.75,2492.74,1687,1692,754.4,0.198,1,gain
733545.50,4051299.75,2519.42,1747,1581,826.9,0.217,1,gain
733637.50,4051299.75,2546.05,1809,1498,919.8,0.242,1,gain
733438.50,4051297.75,2473.28,1666,1789,718.9,0.189,1,gain
733635.50,4051297.75,2545.46,1816,1499,917.5,0.241,1,gain
733177.50,4051296.75,2389.04,1273,2467,469.0,0.123,1,gain
733198.50,4051296.75,2398.22,1320,2365,487.8,0.128,1,gain
733209.50,4051296.75,2401.24,1344,2330,498.0,0.131,1,gain
733635.50,4051296.75,2546.01,1821,1497,917.4,0.241,1,gain
733636.50,4051296.75,2546.28,1821,1496,918.4,0.241,1,gain
733190.50,4051295.75,2394.33,1311,2406,480.4,0.126,1,gain
733210.50,4051295.75,2401.61,1354,2326,498.7,0.131,1,gain
733211.50,4051295.75,2401.94,1356,2322,499.6,0.131,1,gain
733358.50,4051295.75,2442.45,1590,1968,640.0,0.168,1,gain
733449.50,4051295.75,2481.28,1687,1748,729.6,0.192,1,gain
733115.50,4051294.75,2373.67,1120,2717,412.6,0.108,1,gain
733204.50,4051294.75,2399.59,1350,2348,492.9,0.130,1,gain
733209.50,4051294.75,2400.82,1360,2333,497.5,0.131,1,gain
733219.50,4051293.75,2403.76,1389,2300,506.6,0.133,1,gain
733221.50,4051293.75,2404.59,1393,2292,508.4,0.134,1,gain
733225.50,4051293.75,2405.56,1400,2281,512.2,0.135,1,gain
733359.50,4051293.75,2442.99,1604,1965,640.6,0.168,1,gain
733453.50,4051293.75,2482.43,1702,1742,733.3,0.193,1,gain
733454.50,4051293.75,2482.43,1702,1742,734.2,0.193,0,gain
733455.50,4051293.75,2482.89,1703,1740,735.2,0.193,1,gain
733213.50,4051292.75,2401.84,1385,2321,500.8,0.132,1,gain
733217.50,4051292.75,2402.65,1393,2311,504.5,0.133,1,gain
733223.50,4051292.75,2405.46,1404,2284,510.0,0.134,1,gain
733353.50,4051292.75,2438.56,1603,1993,634.6,0.167,1,gain
733447.50,4051292.75,2479.21,1702,1758,727.1,0.191,1,gain
733453.50,4051292.75,2482.10,1707,1744,733.1,0.193,1,gain
733454.50,4051292.75,2482.10,1708,1744,734.1,0.193,1,gain
733213.50,4051291.75,2401.55,1393,2323,500.6,0.132,1,gain
733218.50,4051291.75,2402.99,1403,2307,505.2,0.133,1,gain
733359.50,4051291.75,2443.08,1616,1964,640.2,0.168,1,gain
733362.50,4051291.75,2444.18,1620,1957,643.1,0.169,1,gain
733450.50,4051291.75,2480.64,1710,1751,729.9,0.192,1,gain
733452.50,4051291.75,2481.50,1712,1747,731.9,0.192,1,gain
733215.50,4051290.75,2401.96,1405,2318,502.2,0.132,1,gain
733229.50,4051290.75,2407.50,1432,2263,515.2,0.135,1,gain
733196.50,4051289.75,2395.39,1375,2390,484.5,0.127,1,gain
733361.50,4051289.75,2443.89,1631,1959,641.7,0.169,1,gain
733364.50,4051289.75,2444.95,1635,1952,644.7,0.169,1,gain
733569.50,4051289.75,2523.11,1811,1573,849.4,0.223,1,gain
733570.50,4051289.75,2523.45,1812,1572,850.4,0.223,1,gain
733820.50,4051289.75,2621.24,1937,1295,1108.0,0.291,1,gain
733194.50,4051288.75,2394.16,1380,2403,482.5,0.127,1,gain
733216.50,4051288.75,2401.75,1423,2319,502.7,0.132,1,gain
733221.50,4051288.75,2404.04,1433,2296,507.3,0.133,1,gain
733570.50,4051288.75,2523.45,1817,1572,850.2,0.223,1,gain
733571.50,4051288.75,2523.78,1817,1571,851.3,0.224,1,gain
733572.50,4051288.75,2524.10,1818,1570,852.3,0.224,1,gain
733573.50,4051288.75,2524.36,1818,1569,853.3,0.224,1,gain
733574.50,4051288.75,2524.54,1819,1568,854.3,0.224,1,gain
733576.50,4051288.75,2525.12,1820,1566,856.3,0.225,1,gain
733234.50,4051287.75,2409.12,1464,2246,519.2,0.136,1,gain
733358.50,4051287.75,2441.47,1640,1974,638.5,0.168,1,gain
733386.50,4051287.75,2450.22,1671,1918,665.9,0.175,1,gain
733413.50,4051287.75,2462.97,1698,1845,692.4,0.182,1,gain
733572.50,4051287.75,2524.10,1822,1570,852.1,0.224,1,gain
733576.50,4051287.75,2524.86,1825,1568,856.1,0.225,1,gain
733823.50,4051287.75,2622.85,1945,1291,1111.0,0.292,0,gain
733220.50,4051286.75,2402.49,1447,2309,506.1,0.133,1,gain
733221.50,4051286.75,2403.41,1449,2301,506.9,0.133,1,gain
733232.50,4051286.75,2408.39,1468,2253,517.1,0.136,1,gain
733412.50,4051286.75,2462.75,1703,1846,691.3,0.182,1,gain
733234.50,4051285.75,2409.07,1480,2247,518.7,0.136,1,gain
733362.50,4051285.75,2444.11,1657,1958,642.0,0.169,1,gain
733363.50,4051285.75,2444.22,1658,1957,643.0,0.169,1,gain
733365.50,4051285.75,2444.48,1661,1955,644.9,0.169,1,gain
733367.50,4051285.75,2445.99,1663,1945,646.9,0.170,1,gain
733354.50,4051284.75,2438.96,1655,1990,634.1,0.167,1,gain
733359.50,4051284.75,2441.79,1660,1972,638.9,0.168,1,gain
733197.50,4051283.75,2393.55,1428,2404,484.2,0.127,1,gain
733230.50,4051283.75,2407.72,1489,2260,514.5,0.135,1,gain
733251.50,4051283.75,2411.32,1524,2218,534.6,0.140,1,gain
733252.50,4051283.75,2411.18,1525,2218,535.6,0.141,1,gain
733253.50,4051283.75,2411.08,1527,2218,536.6,0.141,1,gain
733254.50,4051283.75,2411.11,1528,2217,537.6,0.141,1,gain
733360.50,4051283.75,2442.19,1668,1970,639.7,0.168,1,gain
733361.50,4051283.75,2442.68,1669,1966,640.7,0.168,1,gain
733410.50,4051283.75,2462.06,1718,1850,688.8,0.181,1,gain
733250.50,4051282.75,2411.34,1530,2218,533.4,0.140,1,gain
733251.50,4051282.75,2411.60,1531,2216,534.4,0.140,1,gain
733252.50,4051282.75,2411.52,1533,2216,535.4,0.141,1,gain
733359.50,4051282.75,2441.38,1673,1975,638.6,0.168,1,gain
733362.50,4051282.75,2442.96,1676,1965,641.5,0.169,1,gain
733363.50,4051282.75,2443.65,1677,1960,642.5,0.169,1,gain
733410.50,4051282.75,2462.16,1724,1849,688.6,0.181,1,gain
733197.50,4051281.75,2392.85,1445,2409,483.9,0.127,1,gain
733219.50,4051281.75,2401.24,1486,2320,504.1,0.132,1,gain
733244.50,4051281.75,2411.33,1527,2222,527.4,0.139,1,gain
733247.50,4051281.75,2411.58,1532,2219,530.3,0.139,1,gain
733356.50,4051281.75,2439.30,1676,1988,635.5,0.167,1,gain
733409.50,4051281.75,2461.33,1729,1854,687.5,0.181,1,gain
733410.50,4051281.75,2461.91,1730,1851,688.5,0.181,1,gain
733220.50,4051280.75,2401.46,1495,2317,504.8,0.133,1,gain
733411.50,4051280.75,2463.00,1736,1844,689.3,0.181,1,gain
733197.50,4051279.75,2392.22,1462,2414,483.5,0.127,1,gain
733199.50,4051279.75,2393.19,1466,2404,485.3,0.128,1,gain
733220.50,4051279.75,2401.26,1503,2318,504.6,0.133,1,gain
733359.50,4051279.75,2440.08,1692,1983,638.1,0.168,1,gain
733360.50,4051279.75,2440.46,1693,1980,639.1,0.168,1,gain
733412.50,4051279.75,2463.26,1743,1843,690.1,0.181,1,gain
733423.50,4051279.75,2469.22,1753,1810,701.1,0.184,1,gain
733844.50,4051279.75,2635.59,1981,1258,1132.8,0.298,1,gain
733221.50,4051278.75,2401.82,1513,2313,505.3,0.133,1,gain
733257.50,4051278.75,2412.23,1570,2207,539.4,0.142,0,gain
733359.50,4051278.75,2440.08,1698,1983,637.9,0.168,1,gain
733360.50,4051278.75,2440.46,1699,1980,638.9,0.168,1,gain
733371.50,4051278.75,2446.20,1710,1944,649.6,0.171,1,gain
733413.50,4051278.75,2463.47,1750,1842,691.0,0.182,1,gain
733414.50,4051278.75,2464.22,1751,1838,692.0,0.182,1,gain
733417.50,4051278.75,2465.52,1753,1831,694.9,0.183,1,gain
733418.50,4051278.75,2465.97,1754,1828,695.9,0.183,1,gain
733425.50,4051278.75,2469.83,1760,1807,702.9,0.185,1,gain
733221.50,4051277.75,2400.88,1521,2320,505.2,0.133,1,gain
733222.50,4051277.75,2400.88,1523,2319,506.2,0.133,1,gain
733223.50,4051277.75,2401.71,1525,2312,507.1,0.133,1,gain
733226.50,4051277.75,2402.73,1530,2302,509.9,0.134,1,gain
733250.50,4051277.75,2412.25,1567,2212,532.3,0.140,1,gain
733256.50,4051277.75,2413.32,1576,2200,538.1,0.141,1,gain
733357.50,4051277.75,2438.31,1702,1994,635.8,0.167,1,gain
733358.50,4051277.75,2438.91,1703,1990,636.8,0.167,1,gain
733368.50,4051277.75,2443.92,1713,1958,646.5,0.170,1,gain
733370.50,4051277.75,2445.43,1715,1949,648.5,0.170,1,gain
733094.50,4051276.75,2366.61,1244,2836,389.4,0.102,1,gain
733230.50,4051276.75,2403.40,1544,2293,513.5,0.135,1,gain
733234.50,4051276.75,2405.43,1550,2274,517.2,0.136,1,gain
733432.50,4051276.75,2473.67,1777,1787,709.6,0.186,1,gain
733433.50,4051276.75,2474.90,1778,1780,710.6,0.187,1,gain
733851.50,4051276.75,2639.40,1994,1249,1140.0,0.300,1,gain
733096.50,4051275.75,2366.94,1261,2827,391.0,0.103,1,gain
733227.50,4051275.75,2402.24,1547,2304,510.5,0.134,1,gain
733241.50,4051275.75,2407.55,1569,2253,523.6,0.138,1,gain
733252.50,4051275.75,2412.71,1585,2207,533.8,0.140,1,gain
733370.50,4051275.75,2445.13,1728,1950,648.2,0.170,1,gain
733373.50,4051275.75,2446.12,1731,1944,651.1,0.171,1,gain
733426.50,4051275.75,2470.61,1778,1803,703.5,0.185,1,gain
733427.50,4051275.75,2471.18,1779,1800,704.5,0.185,1,gain
733428.50,4051275.75,2471.65,1780,1797,705.5,0.185,1,gain
733432.50,4051275.75,2473.80,1783,1786,709.5,0.186,1,gain
733433.50,4051275.75,2474.91,1784,1780,710.5,0.187,1,gain
733228.50,4051274.75,2402.58,1557,2301,511.2,0.134,1,gain
733269.50,4051274.75,2416.18,1617,2171,550.0,0.145,1,gain
733373.50,4051274.75,2446.12,1737,1944,650.9,0.171,1,gain
733408.50,4051274.75,2460.82,1768,1857,685.4,0.180,1,gain
733427.50,4051274.75,2471.07,1784,1801,704.3,0.185,1,gain
733241.50,4051273.75,2406.85,1584,2258,523.2,0.137,1,gain
733269.50,4051273.75,2416.30,1624,2171,549.8,0.144,1,gain
733366.50,4051273.75,2441.59,1736,1972,644.0,0.169,1,gain
733368.50,4051273.75,2442.93,1738,1964,645.9,0.170,1,gain
733429.50,4051273.75,2472.29,1792,1794,706.2,0.186,1,gain
733430.50,4051273.75,2472.82,1792,1791,707.2,0.186,1,gain
733366.50,4051272.75,2441.35,1742,1974,643.8,0.169,1,gain
733427.50,4051272.75,2471.20,1796,1800,704.0,0.185,1,gain
733429.50,4051272.75,2472.29,1797,1794,706.0,0.186,1,gain
733246.50,4051271.75,2408.92,1607,2239,527.5,0.139,1,gain
733247.50,4051271.75,2408.92,1609,2238,528.5,0.139,1,gain
733253.50,4051271.75,2411.61,1617,2214,534.1,0.140,1,gain
733258.50,4051271.75,2413.64,1624,2196,538.9,0.142,1,gain
733373.50,4051271.75,2445.53,1755,1948,650.5,0.171,1,gain
733428.50,4051271.75,2471.99,1802,1796,704.9,0.185,1,gain
733429.50,4051271.75,2472.51,1803,1793,705.9,0.185,1,gain
733249.50,4051270.75,2409.36,1619,2233,530.2,0.139,1,gain
733375.50,4051270.75,2446.43,1763,1942,652.3,0.171,1,gain
733860.50,4051270.75,2644.86,2018,1236,1149.2,0.302,1,gain
733861.50,4051270.75,2645.53,2018,1234,1150.3,0.302,1,gain
733254.50,4051269.75,2411.41,1633,2215,534.8,0.141,1,gain
733376.50,4051269.75,2446.65,1770,1941,653.1,0.172,1,gain
733860.50,4051269.75,2645.01,2021,1235,1149.1,0.302,1,gain
733259.50,4051268.75,2413.49,1648,2197,539.3,0.142,1,gain
733260.50,4051268.75,2414.02,1649,2192,540.2,0.142,1,gain
733261.50,4051268.75,2414.61,1650,2187,541.2,0.142,1,gain
733375.50,4051268.75,2445.97,1775,1945,652.0,0.171,1,gain
733434.50,4051268.75,2475.78,1823,1776,710.5,0.187,1,gain
733259.50,4051267.75,2412.99,1655,2200,539.2,0.142,1,gain
733260.50,4051267.75,2413.56,1656,2195,540.1,0.142,1,gain
733261.50,4051267.75,2414.16,1658,2190,541.0,0.142,1,gain
733423.50,4051267.75,2469.34,1821,1810,699.3,0.184,1,gain
733424.50,4051267.75,2470.15,1821,1805,700.3,0.184,1,gain
733446.50,4051267.75,2483.24,1838,1737,722.5,0.190,1,gain
733453.50,4051267.75,2486.18,1843,1723,729.5,0.192,1,gain
733259.50,4051266.75,2412.84,1662,2201,539.0,0.142,1,gain
733260.50,4051266.75,2413.40,1664,2197,539.9,0.142,1,gain
733262.50,4051266.75,2414.42,1666,2188,541.8,0.142,1,gain
733273.50,4051266.75,2418.46,1680,2153,552.3,0.145,1,gain
733274.50,4051266.75,2418.51,1681,2152,553.3,0.145,1,gain
733275.50,4051266.75,2418.52,1683,2152,554.3,0.146,1,gain
733424.50,4051266.75,2470.16,1827,1805,700.2,0.184,1,gain
733444.50,4051266.75,2481.49,1842,1746,720.3,0.189,1,gain
733445.50,4051266.75,2482.05,1842,1743,721.3,0.190,1,gain
733446.50,4051266.75,2482.63,1843,1740,722.3,0.190,1,gain
733258.50,4051265.75,2412.22,1669,2206,537.9,0.141,1,gain
733259.50,4051265.75,2412.84,1670,2201,538.8,0.142,1,gain
733260.50,4051265.75,2413.16,1671,2198,539.8,0.142,1,gain
733261.50,4051265.75,2413.56,1672,2195,540.7,0.142,1,gain
733262.50,4051265.75,2414.16,1674,2190,541.7,0.142,1,gain
733272.50,4051265.75,2418.37,1686,2154,551.2,0.145,1,gain
733273.50,4051265.75,2418.57,1687,2152,552.1,0.145,1,gain
733274.50,4051265.75,2418.58,1689,2152,553.1,0.145,1,gain
733275.50,4051265.75,2418.48,1690,2152,554.1,0.146,1,gain
733276.50,4051265.75,2418.41,1691,2152,555.1,0.146,1,gain
733444.50,4051265.75,2481.15,1847,1748,720.1,0.189,1,gain
733447.50,4051265.75,2482.76,1849,1740,723.2,0.190,1,gain
733448.50,4051265.75,2483.32,1850,1737,724.2,0.190,1,gain
733256.50,4051264.75,2410.97,1674,2217,535.9,0.141,1,gain
733257.50,4051264.75,2411.40,1675,2213,536.8,0.141,1,gain
733258.50,4051264.75,2411.99,1676,2208,537.7,0.141,1,gain
733261.50,4051264.75,2413.56,1680,2195,540.5,0.142,1,gain
733271.50,4051264.75,2418.37,1692,2155,550.0,0.145,1,gain
733272.50,4051264.75,2418.37,1693,2154,551.0,0.145,1,gain
733273.50,4051264.75,2418.70,1695,2151,551.9,0.145,1,gain
733274.50,4051264.75,2418.68,1696,2151,552.9,0.145,1,gain
733275.50,4051264.75,2418.57,1697,2151,553.9,0.146,1,gain
733443.50,4051264.75,2479.94,1852,1754,719.0,0.189,1,gain
733444.50,4051264.75,2480.81,1853,1750,720.0,0.189,1,gain
733447.50,4051264.75,2482.44,1855,1742,723.0,0.190,1,gain
733448.50,4051264.75,2483.02,1856,1739,724.0,0.190,1,gain
733484.50,4051264.75,2503.02,1879,1643,760.6,0.200,1,gain
733485.50,4051264.75,2503.58,1880,1640,761.7,0.200,1,gain
733271.50,4051263.75,2418.22,1699,2156,549.8,0.144,1,gain
733272.50,4051263.75,2418.22,1701,2155,550.8,0.145,1,gain
733274.50,4051263.75,2418.65,1703,2151,552.8,0.145,1,gain
733275.50,4051263.75,2418.57,1704,2151,553.7,0.146,1,gain
733372.50,4051263.75,2445.82,1803,1946,648.3,0.170,1,gain
733373.50,4051263.75,2446.32,1804,1943,649.3,0.171,1,gain
733443.50,4051263.75,2479.50,1858,1757,718.8,0.189,1,gain
733444.50,4051263.75,2480.46,1858,1752,719.9,0.189,1,gain
733483.50,4051263.75,2502.62,1884,1644,759.5,0.200,1,gain
733259.50,4051262.75,2412.13,1692,2206,538.4,0.141,1,gain
733260.50,4051262.75,2412.75,1693,2201,539.3,0.142,1,gain
733269.50,4051262.75,2417.75,1704,2160,547.7,0.144,1,gain
733272.50,4051262.75,2418.19,1708,2155,550.7,0.145,1,gain
733273.50,4051262.75,2418.39,1709,2153,551.6,0.145,1,gain
733445.50,4051262.75,2480.34,1865,1753,720.7,0.189,1,gain
733492.50,4051262.75,2507.06,1895,1625,768.6,0.202,1,gain
733493.50,4051262.75,2507.06,1895,1625,769.6,0.202,0,gain
733512.50,4051262.75,2518.16,1906,1576,789.2,0.207,1,gain
733513.50,4051262.75,2518.87,1907,1573,790.2,0.208,1,gain
733753.50,4051262.75,2599.51,2013,1340,1036.3,0.272,1,gain
733259.50,4051261.75,2411.99,1700,2207,538.2,0.141,1,gain
733260.50,4051261.75,2412.70,1701,2201,539.1,0.142,1,gain
733262.50,4051261.75,2413.53,1703,2194,541.0,0.142,1,gain
733271.50,4051261.75,2418.19,1714,2156,549.5,0.144,1,gain
733365.50,4051261.75,2441.02,1809,1976,641.2,0.168,1,gain
