x,y,z,u,v,dist,gsd,visible,change
733463.50,4050742.75,2552.21,4435,1411,853.7,0.224,1,loss
733458.50,4050741.75,2550.85,4452,1415,849.8,0.223,1,loss
733464.50,4050741.75,2552.83,4437,1409,855.1,0.225,1,loss
733457.50,4050740.75,2550.54,4459,1416,849.4,0.223,1,loss
733459.50,4050740.75,2550.95,4454,1415,851.2,0.224,1,loss
733459.50,4050739.75,2551.01,4458,1415,851.7,0.224,1,loss
733460.50,4050739.75,2551.58,4456,1413,852.6,0.224,1,loss
733460.50,4050738.75,2551.70,4460,1412,853.1,0.224,1,loss
733460.50,4050737.75,2551.97,4464,1411,853.6,0.224,1,loss
733657.50,4051652.75,2471.27,301,1824,1044.3,0.274,1,stable
733658.50,4051652.75,2471.83,303,1822,1045.2,0.275,1,stable
733585.50,4051614.75,2471.71,303,1817,962.9,0.253,1,stable
733586.50,4051614.75,2471.50,306,1818,963.8,0.253,1,stable
733583.50,4051613.75,2471.33,303,1819,960.7,0.252,1,stable
733584.50,4051613.75,2471.71,306,1817,961.6,0.253,1,stable
733585.50,4051613.75,2472.06,308,1815,962.5,0.253,1,stable
733582.50,4051612.75,2470.14,306,1824,959.3,0.252,1,stable
733583.50,4051612.75,2470.92,308,1821,960.2,0.252,1,stable
733584.50,4051612.75,2471.49,311,1818,961.1,0.253,1,stable
733585.50,4051612.75,2472.02,313,1816,962.0,0.253,1,stable
733585.50,4051611.75,2471.81,318,1816,961.6,0.253,1,stable
733587.50,4051609.75,2472.83,333,1812,962.5,0.253,1,stable
733538.50,4051538.75,2481.24,565,1763,887.6,0.233,1,stable
733531.50,4051537.75,2478.94,554,1774,880.8,0.231,1,stable
733532.50,4051537.75,2479.23,557,1772,881.7,0.232,1,stable
733533.50,4051537.75,2479.23,559,1772,882.6,0.232,1,stable
733534.50,4051537.75,2479.49,561,1771,883.5,0.232,1,stable
733540.50,4051537.75,2482.26,575,1758,889.0,0.234,1,stable
733541.50,4051537.75,2482.76,577,1756,890.0,0.234,1,stable
733542.50,4051537.75,2482.76,579,1756,890.9,0.234,1,stable
733543.50,4051537.75,2483.20,581,1754,891.8,0.234,1,stable
733534.50,4051536.75,2478.84,566,1774,883.1,0.232,1,stable
733535.50,4051536.75,2479.13,569,1773,884.0,0.232,1,stable
733536.50,4051536.75,2479.43,571,1772,884.9,0.233,1,stable
733541.50,4051536.75,2481.96,582,1760,889.5,0.234,1,stable
733542.50,4051536.75,2481.96,584,1760,890.4,0.234,1,stable
733543.50,4051536.75,2482.43,587,1758,891.4,0.234,1,stable
733544.50,4051536.75,2482.92,589,1756,892.3,0.234,1,stable
733545.50,4051536.75,2483.51,591,1753,893.2,0.235,1,stable
733546.50,4051536.75,2483.89,593,1751,894.1,0.235,1,stable
733535.50,4051535.75,2478.47,574,1776,883.6,0.232,1,stable
733540.50,4051535.75,2480.93,585,1765,888.2,0.233,1,stable
733541.50,4051535.75,2481.38,587,1763,889.1,0.234,1,stable
733542.50,4051535.75,2481.38,589,1763,890.0,0.234,1,stable
733543.50,4051535.75,2481.90,592,1760,890.9,0.234,1,stable
733544.50,4051535.75,2482.26,594,1759,891.9,0.234,1,stable
733545.50,4051535.75,2482.75,596,1757,892.8,0.235,1,stable
733535.50,4051534.75,2477.71,579,1780,883.1,0.232,1,stable
733540.50,4051534.75,2480.51,590,1767,887.8,0.233,1,stable
733541.50,4051534.75,2480.91,592,1765,888.7,0.234,1,stable
733542.50,4051534.75,2480.91,594,1765,889.6,0.234,1,stable
733543.50,4051534.75,2481.41,597,1763,890.5,0.234,1,stable
733544.50,4051534.75,2481.82,599,1761,891.4,0.234,1,stable
733534.50,4051533.75,2477.07,582,1783,881.8,0.232,1,stable
733539.50,4051533.75,2479.51,593,1771,886.4,0.233,1,stable
733540.50,4051533.75,2480.08,595,1769,887.3,0.233,1,stable
733534.50,4051532.75,2477.07,587,1783,881.4,0.232,1,stable
733533.50,4051531.75,2476.14,590,1787,880.0,0.231,1,stable
733531.50,4051530.75,2475.32,590,1791,877.8,0.231,1,stable
733532.50,4051530.75,2475.32,592,1791,878.7,0.231,1,stable
733431.50,4051514.75,2441.99,425,1969,780.5,0.205,1,stable
733647.50,4051495.75,2529.06,969,1570,974.9,0.256,1,stable
733642.50,4051493.75,2528.02,970,1573,969.5,0.255,1,stable
733639.50,4051492.75,2527.37,970,1575,966.3,0.254,1,stable
733616.50,4051491.75,2520.97,938,1595,943.9,0.248,1,stable
733617.50,4051491.75,2521.25,940,1595,944.9,0.248,1,stable
733636.50,4051491.75,2526.70,970,1577,963.1,0.253,1,stable
733618.50,4051490.75,2521.85,946,1592,945.5,0.248,1,stable
733619.50,4051490.75,2522.33,947,1590,946.5,0.249,1,stable
733633.50,4051490.75,2525.85,969,1580,959.9,0.252,1,stable
733618.50,4051489.75,2521.83,950,1592,945.2,0.248,1,stable
733619.50,4051488.75,2522.03,956,1592,945.8,0.249,1,stable
733630.50,4051488.75,2525.06,974,1582,956.3,0.251,1,stable
733615.50,4051487.75,2519.58,955,1601,941.5,0.247,1,stable
733622.50,4051487.75,2522.59,966,1590,948.3,0.249,1,stable
733627.50,4051487.75,2524.27,973,1585,953.1,0.250,1,stable
733612.50,4051486.75,2518.03,954,1607,938.3,0.247,1,stable
733623.50,4051486.75,2522.37,972,1592,948.9,0.249,1,stable
733624.50,4051486.75,2522.88,973,1590,949.9,0.250,1,stable
733625.50,4051486.75,2523.26,975,1588,950.8,0.250,1,stable
733626.50,4051486.75,2523.53,976,1587,951.8,0.250,1,stable
733627.50,4051486.75,2523.80,978,1587,952.8,0.250,1,stable
733628.50,4051486.75,2524.01,979,1586,953.7,0.251,1,stable
733609.50,4051485.75,2516.91,954,1611,935.0,0.246,1,stable
733625.50,4051485.75,2522.94,979,1590,950.5,0.250,1,stable
733626.50,4051485.75,2523.18,981,1589,951.4,0.250,1,stable
733285.50,4051484.75,2381.39,121,2436,641.7,0.169,1,stable
733424.50,4051475.75,2446.80,633,1939,757.6,0.199,1,stable
733500.50,4051472.75,2476.49,821,1780,826.8,0.217,1,stable
733498.50,4051471.75,2475.23,822,1786,824.5,0.217,1,stable
733499.50,4051471.75,2475.74,824,1784,825.4,0.217,1,stable
733500.50,4051471.75,2476.43,826,1780,826.4,0.217,1,stable
733501.50,4051471.75,2476.97,828,1778,827.3,0.217,1,stable
733502.50,4051471.75,2477.51,830,1775,828.3,0.218,1,stable
733415.50,4051470.75,2446.48,640,1941,747.3,0.196,0,stable
733416.50,4051470.75,2446.48,642,1941,748.3,0.197,1,stable
733502.50,4051470.75,2477.49,835,1775,827.9,0.218,1,stable
733503.50,4051470.75,2478.00,837,1773,828.9,0.218,1,stable
733504.50,4051470.75,2478.00,839,1773,829.8,0.218,1,stable
733415.50,4051469.75,2447.26,646,1937,746.9,0.196,1,stable
733416.50,4051469.75,2447.26,648,1937,747.8,0.197,1,stable
733502.50,4051469.75,2477.49,841,1775,827.6,0.217,1,stable
733503.50,4051469.75,2478.00,843,1773,828.5,0.218,1,stable
733620.50,4051467.75,2523.08,1052,1588,940.0,0.247,1,stable
733622.50,4051467.75,2523.44,1055,1587,941.9,0.247,1,stable
733507.50,4051465.75,2480.15,871,1762,830.9,0.218,1,stable
733509.50,4051465.75,2481.27,875,1757,832.8,0.219,1,stable
733508.50,4051464.75,2480.77,878,1759,831.5,0.218,1,stable
733417.50,4051454.75,2449.33,738,1924,742.9,0.195,1,stable
733399.50,4051452.75,2439.00,707,1986,725.7,0.191,1,stable
733434.50,4051452.75,2456.02,789,1885,757.8,0.199,1,stable
733435.50,4051452.75,2456.15,792,1884,758.8,0.199,1,stable
733436.50,4051452.75,2456.41,794,1883,759.7,0.200,1,stable
733437.50,4051452.75,2456.84,796,1880,760.6,0.200,1,stable
733397.50,4051451.75,2436.95,708,1998,723.5,0.190,1,stable
733398.50,4051451.75,2438.12,711,1991,724.4,0.190,1,stable
733436.50,4051451.75,2455.73,800,1887,759.3,0.200,1,stable
733395.50,4051450.75,2435.28,709,2008,721.3,0.190,1,stable
733396.50,4051450.75,2435.73,712,2006,722.3,0.190,1,stable
733397.50,4051450.75,2436.62,714,2000,723.1,0.190,1,stable
733398.50,4051450.75,2437.70,717,1994,724.0,0.190,1,stable
733399.50,4051450.75,2438.20,719,1990,724.9,0.190,1,stable
733400.50,4051450.75,2438.81,722,1987,725.9,0.191,1,stable
733394.50,4051449.75,2435.10,713,2010,720.0,0.189,1,stable
733395.50,4051449.75,2435.10,715,2009,721.0,0.189,1,stable
733396.50,4051449.75,2435.48,718,2007,721.9,0.190,1,stable
733397.50,4051449.75,2436.33,720,2002,722.8,0.190,1,stable
733398.50,4051449.75,2437.36,723,1996,723.7,0.190,1,stable
733399.50,4051449.75,2437.96,725,1992,724.6,0.190,1,stable
733400.50,4051449.75,2438.55,728,1988,725.5,0.191,1,stable
733393.50,4051448.75,2433.68,717,2018,718.8,0.189,1,stable
733394.50,4051448.75,2434.26,719,2015,719.7,0.189,1,stable
733395.50,4051448.75,2434.26,722,2014,720.6,0.189,1,stable
733400.50,4051448.75,2437.70,734,1993,725.1,0.191,1,stable
733392.50,4051447.75,2432.72,720,2024,717.5,0.189,1,stable
733393.50,4051447.75,2433.18,723,2021,718.4,0.189,1,stable
733394.50,4051447.75,2433.18,725,2021,719.3,0.189,1,stable
733391.50,4051446.75,2431.79,724,2030,716.2,0.188,1,stable
733392.50,4051446.75,2432.30,726,2026,717.1,0.188,1,stable
733551.50,4051443.75,2505.71,1058,1646,866.0,0.228,1,stable
733550.50,4051442.75,2505.03,1061,1649,864.7,0.227,1,stable
733551.50,4051442.75,2505.61,1062,1647,865.6,0.227,1,stable
733552.50,4051442.75,2505.61,1064,1647,866.6,0.228,1,stable
733551.50,4051441.75,2505.61,1067,1647,865.3,0.227,1,stable
733552.50,4051441.75,2505.46,1069,1648,866.3,0.228,1,stable
733662.50,4051437.75,2535.29,1239,1550,972.0,0.255,1,stable
733575.50,4051436.75,2515.25,1128,1609,887.2,0.233,1,stable
733658.50,4051436.75,2533.85,1239,1554,967.8,0.254,1,stable
733660.50,4051436.75,2534.64,1241,1552,969.8,0.255,1,stable
733574.50,4051435.75,2515.58,1131,1607,885.9,0.233,1,stable
733166.50,4051424.75,2385.63,52,2553,509.2,0.134,1,stable
733164.50,4051423.75,2384.72,50,2565,507.1,0.133,1,stable
733723.50,4051423.75,2549.67,1365,1514,1028.3,0.270,1,stable
733722.50,4051422.75,2549.58,1368,1514,1027.1,0.270,1,stable
733723.50,4051422.75,2549.58,1369,1514,1028.0,0.270,1,stable
733724.50,4051422.75,2549.85,1370,1513,1029.0,0.270,1,stable
733725.50,4051422.75,2550.15,1371,1513,1030.0,0.271,1,stable
733171.50,4051416.75,2386.80,157,2528,509.4,0.134,1,stable
733172.50,4051416.75,2387.39,162,2521,510.2,0.134,1,stable
733257.50,4051416.75,2384.94,533,2421,585.6,0.154,1,stable
733172.50,4051415.75,2387.50,172,2519,509.7,0.134,1,stable
733170.50,4051411.75,2387.15,200,2524,506.1,0.133,1,stable
733168.50,4051410.75,2386.10,199,2536,504.0,0.132,1,stable
733169.50,4051410.75,2386.68,204,2529,504.8,0.133,1,stable
733170.50,4051410.75,2387.31,210,2522,505.6,0.133,1,stable
733169.50,4051409.75,2386.68,214,2529,504.4,0.133,1,stable
733170.50,4051409.75,2387.38,219,2521,505.1,0.133,1,stable
733264.50,4051409.75,2388.06,611,2389,588.7,0.155,1,stable
733170.50,4051408.75,2387.38,229,2520,504.7,0.133,1,stable
733171.50,4051408.75,2388.13,234,2512,505.4,0.133,1,stable
733171.50,4051407.75,2388.79,243,2505,504.9,0.133,1,stable
733170.50,4051406.75,2389.11,247,2504,503.5,0.132,1,stable
733171.50,4051406.75,2389.47,252,2499,504.3,0.133,1,stable
733172.50,4051406.75,2390.03,257,2492,505.1,0.133,1,stable
733168.50,4051405.75,2387.75,247,2519,501.4,0.132,1,stable
733169.50,4051405.75,2388.78,252,2508,502.2,0.132,1,stable
733170.50,4051405.75,2389.40,257,2500,503.0,0.132,1,stable
733171.50,4051405.75,2389.53,262,2498,503.8,0.132,1,stable
733172.50,4051405.75,2390.34,267,2489,504.6,0.133,1,stable
733168.50,4051404.75,2388.59,257,2511,500.9,0.132,1,stable
733169.50,4051404.75,2389.05,262,2505,501.7,0.132,1,stable
733171.50,4051404.75,2390.30,271,2490,503.3,0.132,1,stable
733168.50,4051403.75,2389.49,266,2502,500.3,0.131,1,stable
733170.50,4051403.75,2390.08,276,2493,501.9,0.132,1,stable
733171.50,4051403.75,2390.61,281,2487,502.7,0.132,1,stable
733168.50,4051402.75,2389.22,276,2504,499.8,0.131,1,stable
733171.50,4051397.75,2392.27,337,2469,499.8,0.131,1,stable
733170.50,4051396.75,2392.06,342,2472,498.5,0.131,1,stable
733169.50,4051395.75,2391.87,346,2475,497.2,0.131,1,stable
733170.50,4051395.75,2392.12,351,2471,498.0,0.131,1,stable
733171.50,4051395.75,2392.49,356,2467,498.8,0.131,1,stable
733172.50,4051395.75,2392.54,361,2465,499.7,0.131,1,stable
733176.50,4051395.75,2393.02,379,2454,503.2,0.132,1,stable
733584.50,4051395.75,2525.66,1331,1564,885.2,0.233,1,stable
733161.50,4051394.75,2387.64,318,2527,490.2,0.129,1,stable
733162.50,4051394.75,2388.15,323,2520,491.1,0.129,1,stable
733169.50,4051394.75,2391.87,356,2475,496.7,0.131,1,stable
733170.50,4051394.75,2392.12,361,2471,497.6,0.131,1,stable
733171.50,4051394.75,2392.49,365,2466,498.4,0.131,1,stable
733172.50,4051394.75,2392.54,370,2464,499.3,0.131,1,stable
733173.50,4051394.75,2392.81,375,2460,500.1,0.131,1,stable
733583.50,4051394.75,2525.34,1334,1566,883.9,0.232,1,stable
733584.50,4051394.75,2525.80,1336,1564,884.9,0.233,1,stable
733585.50,4051394.75,2526.14,1337,1563,885.9,0.233,1,stable
733161.50,4051393.75,2388.01,327,2523,489.7,0.129,1,stable
733164.50,4051393.75,2388.97,342,2509,492.2,0.129,1,stable
733169.50,4051393.75,2391.80,365,2475,496.3,0.130,1,stable
733170.50,4051393.75,2392.10,370,2471,497.1,0.131,1,stable
733171.50,4051393.75,2392.29,375,2468,498.0,0.131,1,stable
733172.50,4051393.75,2392.54,379,2464,498.8,0.131,1,stable
733173.50,4051393.75,2392.54,384,2462,499.7,0.131,1,stable
733174.50,4051393.75,2392.81,389,2458,500.6,0.132,1,stable
733175.50,4051393.75,2392.91,393,2456,501.4,0.132,1,stable
733583.50,4051393.75,2525.75,1339,1564,883.7,0.232,1,stable
733584.50,4051393.75,2526.01,1340,1563,884.7,0.232,1,stable
733163.50,4051392.75,2389.14,347,2508,490.9,0.129,1,stable
733164.50,4051392.75,2389.14,351,2507,491.8,0.129,1,stable
733165.50,4051392.75,2390.42,356,2494,492.5,0.129,1,stable
733170.50,4051392.75,2392.03,379,2471,496.7,0.131,1,stable
733171.50,4051392.75,2392.24,384,2468,497.5,0.131,1,stable
733172.50,4051392.75,2392.58,389,2463,498.4,0.131,1,stable
733173.50,4051392.75,2392.58,393,2462,499.3,0.131,1,stable
733174.50,4051392.75,2392.81,398,2458,500.1,0.131,1,stable
733162.50,4051391.75,2388.80,351,2513,489.6,0.129,1,stable
733163.50,4051391.75,2389.14,356,2508,490.4,0.129,1,stable
733165.50,4051391.75,2390.42,365,2493,492.0,0.129,1,stable
733166.50,4051391.75,2390.76,370,2488,492.9,0.130,1,stable
733167.50,4051391.75,2391.10,375,2484,493.7,0.130,1,stable
733168.50,4051391.75,2391.41,380,2479,494.5,0.130,1,stable
733170.50,4051391.75,2392.03,389,2471,496.2,0.130,1,stable
733171.50,4051391.75,2392.24,393,2467,497.1,0.131,1,stable
733172.50,4051391.75,2392.58,398,2463,497.9,0.131,1,stable
733173.50,4051391.75,2392.58,403,2461,498.8,0.131,1,stable
733174.50,4051391.75,2392.81,407,2458,499.7,0.131,1,stable
733159.50,4051390.75,2387.48,346,2530,486.7,0.128,1,stable
733161.50,4051390.75,2388.34,356,2518,488.3,0.128,1,stable
733162.50,4051390.75,2388.73,361,2513,489.2,0.129,1,stable
733164.50,4051390.75,2389.16,370,2506,490.9,0.129,1,stable
733165.50,4051390.75,2390.44,375,2492,491.6,0.129,1,stable
733166.50,4051390.75,2390.71,380,2488,492.4,0.129,1,stable
733167.50,4051390.75,2391.04,384,2484,493.3,0.130,1,stable
733168.50,4051390.75,2391.31,389,2480,494.1,0.130,1,stable
733169.50,4051390.75,2391.55,394,2476,495.0,0.130,1,stable
733170.50,4051390.75,2391.83,398,2472,495.8,0.130,1,stable
733171.50,4051390.75,2392.33,403,2466,496.6,0.130,1,stable
733172.50,4051390.75,2392.63,407,2462,497.5,0.131,1,stable
733173.50,4051390.75,2392.63,412,2460,498.4,0.131,1,stable
733174.50,4051390.75,2392.78,417,2458,499.2,0.131,1,stable
733158.50,4051389.75,2387.06,351,2535,485.4,0.128,1,stable
733159.50,4051389.75,2387.50,356,2529,486.2,0.128,1,stable
733160.50,4051389.75,2387.75,361,2525,487.1,0.128,1,stable
733161.50,4051389.75,2388.47,366,2517,487.9,0.128,1,stable
733165.50,4051389.75,2390.47,384,2492,491.1,0.129,1,stable
733166.50,4051389.75,2390.62,389,2489,492.0,0.129,1,stable
733167.50,4051389.75,2390.98,394,2484,492.8,0.129,1,stable
733168.50,4051389.75,2391.21,398,2480,493.7,0.130,1,stable
733170.50,4051389.75,2391.96,408,2471,495.4,0.130,1,stable
733171.50,4051389.75,2392.54,412,2464,496.2,0.130,1,stable
733172.50,4051389.75,2392.76,417,2460,497.0,0.131,1,stable
733173.50,4051389.75,2392.76,421,2459,497.9,0.131,1,stable
733175.50,4051389.75,2393.00,430,2454,499.7,0.131,1,stable
733185.50,4051389.75,2393.69,474,2434,508.5,0.134,1,stable
733157.50,4051388.75,2386.89,356,2538,484.1,0.127,1,stable
733158.50,4051388.75,2387.13,361,2534,485.0,0.127,1,stable
733159.50,4051388.75,2387.41,366,2529,485.8,0.128,1,stable
733160.50,4051388.75,2387.86,371,2523,486.6,0.128,1,stable
733165.50,4051388.75,2390.40,394,2492,490.7,0.129,1,stable
733166.50,4051388.75,2390.58,399,2489,491.5,0.129,1,stable
733167.50,4051388.75,2390.99,403,2484,492.4,0.129,1,stable
733168.50,4051388.75,2391.23,408,2480,493.2,0.130,1,stable
733169.50,4051388.75,2391.60,412,2475,494.1,0.130,1,stable
733170.50,4051388.75,2392.12,417,2469,494.9,0.130,1,stable
733171.50,4051388.75,2392.55,421,2463,495.7,0.130,1,stable
733172.50,4051388.75,2392.64,426,2461,496.6,0.130,1,stable
733173.50,4051388.75,2392.64,431,2460,497.5,0.131,1,stable
733175.50,4051388.75,2393.12,440,2452,499.2,0.131,1,stable
733156.50,4051387.75,2386.55,361,2542,482.8,0.127,1,stable
733157.50,4051387.75,2386.81,366,2538,483.7,0.127,1,stable
733158.50,4051387.75,2386.97,371,2535,484.5,0.127,1,stable
733159.50,4051387.75,2387.30,376,2530,485.4,0.128,1,stable
733160.50,4051387.75,2387.82,380,2523,486.2,0.128,1,stable
733164.50,4051387.75,2389.30,399,2503,489.5,0.129,1,stable
733165.50,4051387.75,2390.33,404,2492,490.3,0.129,1,stable
733166.50,4051387.75,2390.60,408,2488,491.1,0.129,1,stable
733167.50,4051387.75,2390.86,413,2484,492.0,0.129,1,stable
733168.50,4051387.75,2391.14,417,2480,492.8,0.129,1,stable
733169.50,4051387.75,2391.63,422,2474,493.6,0.130,1,stable
733170.50,4051387.75,2392.05,426,2469,494.5,0.130,1,stable
733171.50,4051387.75,2392.39,431,2464,495.3,0.130,1,stable
733172.50,4051387.75,2392.39,435,2463,496.2,0.130,1,stable
733173.50,4051387.75,2392.63,440,2459,497.1,0.131,1,stable
733174.50,4051387.75,2392.88,444,2456,497.9,0.131,1,stable
733156.50,4051386.75,2386.39,371,2543,482.4,0.127,1,stable
733157.50,4051386.75,2386.80,376,2538,483.2,0.127,1,stable
733160.50,4051386.75,2387.93,390,2522,485.7,0.128,1,stable
733165.50,4051386.75,2390.00,413,2495,489.9,0.129,1,stable
733166.50,4051386.75,2390.32,418,2490,490.7,0.129,1,stable
733167.50,4051386.75,2390.80,422,2484,491.5,0.129,1,stable
733169.50,4051386.75,2391.44,431,2476,493.2,0.130,1,stable
733170.50,4051386.75,2391.94,436,2470,494.0,0.130,1,stable
733171.50,4051386.75,2392.27,440,2465,494.9,0.130,1,stable
733172.50,4051386.75,2392.27,445,2464,495.8,0.130,1,stable
733153.50,4051385.75,2386.20,366,2550,479.4,0.126,1,stable
733155.50,4051385.75,2386.49,376,2544,481.1,0.126,1,stable
733156.50,4051385.75,2386.22,381,2544,482.0,0.127,1,stable
733157.50,4051385.75,2386.88,385,2536,482.8,0.127,1,stable
733158.50,4051385.75,2387.20,390,2532,483.6,0.127,1,stable
733165.50,4051385.75,2389.85,423,2496,489.4,0.129,1,stable
733166.50,4051385.75,2390.39,427,2489,490.3,0.129,1,stable
733168.50,4051385.75,2391.07,436,2480,491.9,0.129,1,stable
733175.50,4051385.75,2393.05,467,2452,497.9,0.131,1,stable
733176.50,4051385.75,2393.25,472,2449,498.8,0.131,1,stable
733156.50,4051384.75,2386.60,390,2540,481.5,0.127,1,stable
733158.50,4051384.75,2387.10,400,2532,483.2,0.127,1,stable
733159.50,4051384.75,2387.66,404,2525,484.0,0.127,1,stable
733161.50,4051384.75,2388.16,414,2517,485.7,0.128,1,stable
733162.50,4051384.75,2388.58,418,2512,486.5,0.128,1,stable
733165.50,4051384.75,2389.94,432,2495,489.0,0.128,1,stable
733174.50,4051384.75,2392.65,472,2457,496.6,0.131,1,stable
733175.50,4051384.75,2392.95,476,2452,497.5,0.131,1,stable
733176.50,4051384.75,2393.33,481,2448,498.3,0.131,1,stable
733159.50,4051383.75,2387.79,414,2524,483.5,0.127,1,stable
733160.50,4051383.75,2387.85,419,2521,484.4,0.127,1,stable
733161.50,4051383.75,2388.07,423,2518,485.3,0.128,1,stable
733163.50,4051383.75,2388.59,433,2510,487.0,0.128,1,stable
733164.50,4051383.75,2389.04,437,2504,487.8,0.128,1,stable
733166.50,4051383.75,2390.49,446,2488,489.4,0.129,1,stable
733170.50,4051383.75,2391.85,464,2469,492.7,0.129,1,stable
733171.50,4051383.75,2392.27,468,2464,493.6,0.130,1,stable
733172.50,4051383.75,2392.27,473,2463,494.5,0.130,1,stable
733173.50,4051383.75,2392.56,477,2459,495.3,0.130,1,stable
733174.50,4051383.75,2392.75,481,2455,496.2,0.130,1,stable
733175.50,4051383.75,2393.02,486,2452,497.1,0.131,1,stable
733163.50,4051382.75,2388.66,442,2509,486.5,0.128,1,stable
733173.50,4051382.75,2392.62,486,2458,494.9,0.130,1,stable
733174.50,4051382.75,2392.87,490,2454,495.8,0.130,1,stable
733175.50,4051382.75,2393.14,495,2450,496.6,0.130,1,stable
733162.50,4051381.75,2388.26,447,2514,485.3,0.128,1,stable
733163.50,4051381.75,2388.66,451,2508,486.1,0.128,1,stable
733165.50,4051381.75,2390.47,460,2489,487.6,0.128,1,stable
733166.50,4051381.75,2390.66,465,2485,488.5,0.128,1,stable
733172.50,4051381.75,2392.22,491,2462,493.6,0.130,1,stable
733274.50,4051381.75,2399.58,848,2292,585.9,0.154,1,stable
733161.50,4051380.75,2388.50,452,2513,483.9,0.127,1,stable
733165.50,4051380.75,2390.47,470,2488,487.2,0.128,1,stable
733166.50,4051380.75,2390.66,474,2485,488.0,0.128,1,stable
733167.50,4051380.75,2390.94,479,2481,488.9,0.128,1,stable
733168.50,4051380.75,2391.13,483,2478,489.8,0.129,1,stable
733169.50,4051380.75,2391.40,487,2474,490.6,0.129,1,stable
733170.50,4051380.75,2391.72,492,2469,491.5,0.129,1,stable
733171.50,4051380.75,2391.72,496,2468,492.4,0.129,1,stable
733172.50,4051380.75,2391.98,500,2464,493.2,0.130,1,stable
733173.50,4051380.75,2392.48,505,2458,494.1,0.130,1,stable
733274.50,4051380.75,2399.68,856,2291,585.5,0.154,1,stable
733276.50,4051380.75,2400.19,861,2286,587.3,0.154,1,stable
733160.50,4051379.75,2388.59,457,2513,482.6,0.127,1,stable
733166.50,4051379.75,2390.59,484,2485,487.6,0.128,1,stable
733167.50,4051379.75,2390.89,488,2481,488.5,0.128,1,stable
733168.50,4051379.75,2391.13,492,2477,489.3,0.129,1,stable
733169.50,4051379.75,2391.40,497,2473,490.2,0.129,1,stable
733170.50,4051379.75,2391.72,501,2469,491.0,0.129,1,stable
733171.50,4051379.75,2391.54,505,2469,492.0,0.129,1,stable
733172.50,4051379.75,2392.04,510,2463,492.8,0.129,1,stable
733173.50,4051379.75,2392.51,514,2458,493.6,0.130,1,stable
733277.50,4051379.75,2401.28,871,2277,587.8,0.154,1,stable
733165.50,4051378.75,2390.32,489,2489,486.3,0.128,1,stable
733167.50,4051378.75,2390.52,497,2484,488.1,0.128,1,stable
733168.50,4051378.75,2391.03,502,2478,488.9,0.128,1,stable
733169.50,4051378.75,2391.30,506,2474,489.8,0.129,1,stable
733170.50,4051378.75,2391.54,510,2470,490.6,0.129,1,stable
733171.50,4051378.75,2391.54,515,2469,491.5,0.129,1,stable
733172.50,4051378.75,2392.04,519,2463,492.4,0.129,1,stable
733157.50,4051377.75,2387.44,462,2528,479.2,0.126,1,stable
733165.50,4051377.75,2390.25,498,2489,485.9,0.128,1,stable
733168.50,4051377.75,2391.12,511,2477,488.5,0.128,1,stable
733169.50,4051377.75,2391.45,515,2472,489.3,0.129,1,stable
733276.50,4051377.75,2400.55,883,2283,586.2,0.154,1,stable
733155.50,4051376.75,2387.02,463,2535,477.0,0.125,1,stable
733156.50,4051376.75,2387.22,467,2531,477.9,0.126,1,stable
733157.50,4051376.75,2387.52,472,2527,478.8,0.126,1,stable
733174.50,4051376.75,2393.19,546,2449,493.2,0.130,1,stable
733275.50,4051376.75,2399.85,888,2289,585.0,0.154,1,stable
733155.50,4051375.75,2387.37,472,2531,476.6,0.125,1,stable
733156.50,4051375.75,2387.71,477,2526,477.4,0.125,1,stable
733183.50,4051375.75,2394.39,591,2426,500.7,0.132,1,stable
733276.50,4051374.75,2400.55,905,2283,585.1,0.154,1,stable
733283.50,4051374.75,2404.90,923,2247,591.3,0.155,1,stable
733284.50,4051374.75,2404.90,926,2246,592.2,0.156,1,stable
733283.50,4051373.75,2404.45,930,2250,591.0,0.155,1,stable
733284.50,4051373.75,2404.88,933,2246,591.9,0.156,1,stable
733282.50,4051372.75,2404.33,935,2251,589.7,0.155,1,stable
733283.50,4051372.75,2404.33,938,2251,590.6,0.155,1,stable
733284.50,4051372.75,2404.94,940,2246,591.5,0.155,1,stable
733278.50,4051371.75,2401.99,932,2271,585.8,0.154,1,stable
733279.50,4051371.75,2402.55,935,2266,586.7,0.154,1,stable
733281.50,4051371.75,2403.81,940,2256,588.5,0.155,1,stable
733282.50,4051371.75,2404.48,942,2250,589.3,0.155,1,stable
733283.50,4051371.75,2404.48,945,2249,590.3,0.155,1,stable
733284.50,4051371.75,2405.19,947,2244,591.1,0.155,1,stable
733285.50,4051371.75,2405.59,950,2240,592.0,0.156,1,stable
733281.50,4051370.75,2403.98,947,2254,588.1,0.155,1,stable
733282.50,4051370.75,2404.52,949,2250,589.0,0.155,1,stable
733283.50,4051370.75,2404.52,952,2249,589.9,0.155,1,stable
733283.50,4051369.75,2404.57,959,2249,589.6,0.155,1,stable
733284.50,4051369.75,2405.07,962,2244,590.5,0.155,1,stable
733367.50,4051369.75,2428.64,1144,2051,667.5,0.175,1,stable
733100.50,4051368.75,2377.05,258,2751,426.8,0.112,1,stable
733156.50,4051368.75,2388.14,544,2520,474.4,0.125,1,stable
733163.50,4051368.75,2390.21,574,2490,480.4,0.126,1,stable
