sample_id,stratum,cls2012,cls2021,x,y,z,dist,u,v,row,col,m_per_px_horiz,m2_per_px,imgcls2012_centre,imgcls2021_centre,imgfrac_sasa_2012,imgfrac_sasa_2021,imgfrac_pine_2012,imgfrac_pine_2021,gcc_2012,gcc_2021,texture_2012,texture_2021,align_dx_px,align_dy_px,align_shift_px,figure,native_crop
loss_to_otherveg_26,loss_to_otherveg,1,2,733138.5,4051261.75,2366.530029296875,422.2372987275586,1561.298131163027,2762.1136399472953,807,394,0.11006159555003613,nan,1,2,0.1756710607198962,0.00396147804111741,0.015504405436787105,0.00020490403660952122,0.37046870589256287,0.3781047761440277,0.0648857057094574,0.0765400379896164,-1.0,1.0,1.4142135623730951,crops/loss_to_otherveg_26.png,crops_native/loss_to_otherveg_26_native.png
loss_to_otherveg_27,loss_to_otherveg,1,2,733165.5,4051302.75,2389.050048828125,453.3267435241668,1232.2391347084103,2510.0348491246896,766,421,0.1181654601526924,0.125,2,2,0.058807458506932586,0.06345195000341507,0.003824875350044396,0.004098080732190424,0.39844462275505066,0.3960091769695282,0.05924125760793686,0.08156506717205048,-1.0,0.0,1.0,crops/loss_to_otherveg_27.png,crops_native/loss_to_otherveg_27_native.png
loss_to_otherveg_28,loss_to_otherveg,1,2,733484.5,4051008.75,2521.679931640625,771.5970343980256,3187.093775321737,1555.0198638884538,1060,740,0.20112671472521437,nan,4,4,0.039546479065637595,0.029506181271771053,0.36568540400245886,0.40830544361723925,0.37890881299972534,0.3824271857738495,0.15728232264518738,0.13975591957569122,0.0,0.0,0.0,crops/loss_to_otherveg_28.png,crops_native/loss_to_otherveg_28_native.png
loss_to_otherveg_29,loss_to_otherveg,1,2,732816.5,4051112.75,2443.969970703125,107.09140208402972,5153.965500762781,2524.430446370764,956,72,0.027914754614475474,nan,2,2,0.03401407007718052,0.051635817225599345,0.0024588484393142547,0.00013660269107301413,0.36578279733657837,0.3948736786842346,0.19586625695228577,0.17663931846618652,23.0,11.0,25.495097567963924,crops/loss_to_otherveg_29.png,crops_native/loss_to_otherveg_29_native.png
loss_to_otherveg_30,loss_to_otherveg,1,2,732960.5,4051109.75,2421.4599609375,239.5004253231951,3488.0949434818813,2479.8392841143304,959,216,0.06242887358700951,0.125,1,2,0.0007513148009015778,0.0,0.004098080732190424,0.0,0.3817483186721802,0.3927766680717468,0.07868154346942902,0.06814155727624893,-1.0,1.0,1.4142135623730951,crops/loss_to_otherveg_30.png,crops_native/loss_to_otherveg_30_native.png
loss_to_rowan_01,loss_to_rowan,1,4,733414.5,4051194.75,2462.580078125,679.8937348834775,2249.9853109489704,1850.2193976890794,874,670,0.1772230674344847,0.25,2,1,0.37039819684447783,0.38569769824465544,0.08920155727067823,0.08134690253397991,0.3958369195461273,0.38886502385139465,0.06253783404827118,0.06141091138124466,-1.0,0.0,1.0,crops/loss_to_rowan_01.png,crops_native/loss_to_rowan_01_native.png
loss_to_rowan_02,loss_to_rowan,1,4,733328.5,4051321.75,2428.75,611.1436035740168,1406.8345295920656,2073.235792708515,747,584,0.15930245935699686,0.1875,7,1,0.0656375930605833,0.028549962434259956,0.11645379413974455,0.10777952325660815,0.40140941739082336,0.3889971375465393,0.12724359333515167,0.12199869751930237,0.0,0.0,0.0,crops/loss_to_rowan_02.png,crops_native/loss_to_rowan_02_native.png
loss_to_rowan_03,loss_to_rowan,1,4,733365.5,4051288.75,2444.929931640625,640.1689105710217,1665.459922419881,1959.8677381385944,780,621,0.16686827983057193,0.0625,4,2,0.11160439860665256,0.06946246841062768,0.11522436992008743,0.09507547298681784,0.4030763804912567,0.3987935781478882,0.17581221461296082,0.18423688411712646,-1.0,0.0,1.0,crops/loss_to_rowan_03.png,crops_native/loss_to_rowan_03_native.png
loss_to_rowan_04,loss_to_rowan,1,4,733161.5,4051171.75,2378.860107421875,434.3566596414908,2414.7174649362214,2586.7314018236875,897,417,0.11322066321945769,nan,2,4,0.020422102315415615,0.014821391981422034,0.0579878423604945,0.02096851307970767,0.3884109556674957,0.3941802382469177,0.23945115506649017,0.30833378434181213,-1.0,1.0,1.4142135623730951,crops/loss_to_rowan_04.png,crops_native/loss_to_rowan_04_native.png
loss_to_rowan_05,loss_to_rowan,1,4,733430.5,4051185.75,2466.8701171875,695.7924477842304,2301.5434172451187,1826.7511232306026,883,686,0.18136727192405033,nan,1,7,0.2474557748787651,0.26835598661293625,0.10941875554948433,0.0638617580766341,0.39357101917266846,0.39226797223091125,0.18852481245994568,0.17039839923381805,-1.0,0.0,1.0,crops/loss_to_rowan_05.png,crops_native/loss_to_rowan_05_native.png
loss_to_maple_01,loss_to_maple,1,5,733498.5,4051095.75,2511.97998046875,770.1784136713237,2751.4099441808803,1605.3382266896378,973,754,0.20075693294342561,0.25,2,6,0.0608564988730278,0.05778293832388498,0.1372174031828427,0.1285431322997063,0.3794945478439331,0.376254677772522,0.13355354964733124,0.1053311824798584,-1.0,0.0,1.0,crops/loss_to_maple_01.png,crops_native/loss_to_maple_01_native.png
loss_to_maple_02,loss_to_maple,1,5,733369.5,4051258.75,2443.2099609375,639.7794461684376,1854.1563364634767,1968.7633263207658,810,625,0.16676676091292178,nan,7,2,0.09801243084488764,0.04118571135851376,0.12915784440953487,0.06215422443822143,0.38324445486068726,0.3783508241176605,0.1366824209690094,0.12779667973518372,0.0,0.0,0.0,crops/loss_to_maple_02.png,crops_native/loss_to_maple_02_native.png
loss_to_maple_03,loss_to_maple,1,5,733267.5,4051189.75,2399.489990234375,536.1799322693739,2267.0443529314994,2299.683340886556,879,523,0.13976221197254915,nan,2,2,0.1460965781025886,0.09712451335291306,0.22771668601871456,0.18837511098968648,0.4001701772212982,0.3979954719543457,0.08709623664617538,0.08831173926591873,-1.0,0.0,1.0,crops/loss_to_maple_03.png,crops_native/loss_to_maple_03_native.png
loss_to_alder_01,loss_to_alder,1,6,733270.5,4051059.75,2412.739990234375,551.086857062257,3175.9840096508015,2188.757778119279,1009,526,0.14364789410530576,0.125,2,2,0.0006830134553650707,6.830134553650706e-05,0.007581449354552285,0.004507888805409466,0.3986065983772278,0.39060989022254944,0.19737331569194794,0.19702200591564178,-1.0,0.0,1.0,crops/loss_to_alder_01.png,crops_native/loss_to_alder_01_native.png
loss_to_alder_02,loss_to_alder,1,6,733502.5,4051088.75,2514.4599609375,775.1119633277186,2783.3830993092315,1594.643816536507,980,758,0.20204292626648,nan,1,1,0.06420326480431665,0.06700361997131343,0.08564988730277986,0.09992486851990984,0.38931775093078613,0.3938455581665039,0.115177221596241,0.09261603653430939,-1.0,0.0,1.0,crops/loss_to_alder_02.png,crops_native/loss_to_alder_02_native.png
loss_to_alder_03,loss_to_alder,1,6,733460.5,4050944.75,2524.93994140625,765.7730112532802,3528.5445157735144,1531.829804259052,1124,716,0.19960860800711364,0.25,2,2,0.005532408988457072,0.009425585684037976,0.3323543473806434,0.33850146847892904,0.37262865900993347,0.3751457631587982,0.17061926424503326,0.15471048653125763,0.0,0.0,0.0,crops/loss_to_alder_03.png,crops_native/loss_to_alder_03_native.png
loss_to_alder_04,loss_to_alder,1,6,733491.5,4051007.75,2526.1201171875,778.9887142386024,3184.1083307640183,1536.0222007332886,1061,747,0.2030534513718834,0.1875,5,5,0.039819684447783624,0.029506181271771053,0.2949252100266375,0.32026500922068163,0.3881496787071228,0.38778388500213623,0.19482165575027466,0.1712399572134018,0.0,0.0,0.0,crops/loss_to_alder_04.png,crops_native/loss_to_alder_04_native.png
control_stable_sasa_01,control_stable_sasa,1,1,733479.5,4051132.75,2496.169921875,747.1432888251171,2574.8437956094003,1678.6950350408824,936,735,0.19475253067506126,nan,2,2,0.04173212212280582,0.024725087084215558,0.1766955809029438,0.13175329553992213,0.376740962266922,0.3835146725177765,0.18973666429519653,0.22365403175354004,-1.0,0.0,1.0,crops/control_stable_sasa_01.png,crops_native/control_stable_sasa_01_native.png
control_stable_sasa_02,control_stable_sasa,1,1,733415.5,4051167.75,2467.090087890625,680.8873362990023,2402.3035785011953,1824.3136294031156,901,671,0.1774820624533118,0.0625,1,1,0.09220681647428454,0.09261662454750359,0.24267468069120962,0.2059285567925688,0.3905874192714691,0.3869990408420563,0.16009950637817383,0.15909582376480103,0.0,0.0,0.0,crops/control_stable_sasa_02.png,crops_native/control_stable_sasa_02_native.png
control_stable_sasa_03,control_stable_sasa,1,1,732816.5,4051118.75,2442.8701171875,103.58806999510563,4929.517497565322,2570.2478367654767,950,72,0.027001565939266992,nan,2,2,0.0,0.0,0.0,0.0,0.3838614821434021,0.39474689960479736,0.1497160941362381,0.11547145992517471,-5.0,8.0,9.433981132056603,crops/control_stable_sasa_03.png,crops_native/control_stable_sasa_03_native.png
control_stable_sasa_04,control_stable_sasa,1,1,733513.5,4051093.75,2517.72998046875,785.6784420814821,2752.96531826659,1582.4188507310591,975,769,0.20479721518053243,0.3125,1,1,0.06092480021856431,0.05873915716139608,0.130250665938119,0.12314732600232224,0.3848722279071808,0.38255950808525085,0.11761714518070221,0.10626872628927231,0.0,0.0,0.0,crops/control_stable_sasa_04.png,crops_native/control_stable_sasa_04_native.png
control_stable_sasa_05,control_stable_sasa,1,1,733280.5,4051190.75,2403.68994140625,548.6738394458039,2261.218178841113,2260.080553541602,878,536,0.14301890995407726,nan,2,2,0.08592309268492589,0.04193702615941534,0.1720510894064613,0.13653438972747764,0.389832079410553,0.39246222376823425,0.08429960906505585,0.09279434382915497,-1.0,0.0,1.0,crops/control_stable_sasa_05.png,crops_native/control_stable_sasa_05_native.png
control_stable_sasa_06,control_stable_sasa,1,1,733285.5,4051106.75,2409.949951171875,557.8074919477245,2839.6546421464955,2204.5600544318595,962,541,0.14539971423307013,nan,2,2,0.004166382077726931,0.001980739020558705,0.032101632402158325,0.004917696878628509,0.3791540563106537,0.3867102861404419,0.19086453318595886,0.20235830545425415,0.0,0.0,0.0,crops/control_stable_sasa_06.png,crops_native/control_stable_sasa_06_native.png
control_stable_sasa_07,control_stable_sasa,1,1,733088.5,4051074.75,2421.3798828125,371.07117236316395,3438.6458420266845,2259.1358088281686,994,344,0.09672448506086159,0.125,2,2,0.037360836008469366,0.07048698859367529,0.18441363294856908,0.15347312342053138,0.3757815659046173,0.3864990770816803,0.059822507202625275,0.0736575573682785,0.0,0.0,0.0,crops/control_stable_sasa_07.png,crops_native/control_stable_sasa_07_native.png
control_stable_sasa_08,control_stable_sasa,1,1,733105.5,4051074.75,2418.3701171875,387.61824337521284,3390.2005073888245,2271.864739636768,994,361,0.1010376924510049,0.0625,2,2,0.05327504951847552,0.09903695102793525,0.11857113585137627,0.10497916808961137,0.3839135766029358,0.38896408677101135,0.16902801394462585,0.12440174072980881,0.0,0.0,0.0,crops/control_stable_sasa_08.png,crops_native/control_stable_sasa_08_native.png
control_stable_sasa_09,control_stable_sasa,1,1,733203.5,4051295.75,2399.760009765625,486.440732058057,1379.1816208564555,2367.996264157431,773,459,0.12679704818162482,0.0625,2,2,0.031077112219110716,0.04323475172460897,0.044600778635339115,0.02841335974318694,0.37264230847358704,0.36842963099479675,0.03476135805249214,0.055753909051418304,-1.0,0.0,1.0,crops/control_stable_sasa_09.png,crops_native/control_stable_sasa_09_native.png
control_stable_sasa_10,control_stable_sasa,1,1,733421.5,4051167.75,2469.93994140625,686.923564362176,2401.6178584007175,1808.7916919301351,901,677,0.17905548311922379,nan,1,1,0.10736971518338911,0.10620859230926849,0.22874120620176217,0.1942490267058261,0.3911557197570801,0.38687512278556824,0.11755434423685074,0.10769651085138321,0.0,0.0,0.0,crops/control_stable_sasa_10.png,crops_native/control_stable_sasa_10_native.png
control_stable_sasa_11,control_stable_sasa,1,1,733078.5,4050993.75,2440.550048828125,391.49732436143245,4267.9168718812625,2056.642289643592,1075,334,0.10204882492058479,nan,2,2,0.013387063725155385,0.03155522163786627,0.010313503176012567,0.007581449354552285,0.4023405611515045,0.400911420583725,0.05002961307764053,0.06471725553274155,-1.0,0.0,1.0,crops/control_stable_sasa_11.png,crops_native/control_stable_sasa_11_native.png
control_stable_sasa_12,control_stable_sasa,1,1,733476.5,4051048.75,2510.889892578125,755.0418550517352,2999.265476750513,1604.578580699502,1020,732,0.19681139379321544,nan,2,2,0.05566559661225326,0.02540810053958063,0.3977187350590807,0.3786626596543952,0.3816922903060913,0.3875057101249695,0.11042971163988113,0.10946457833051682,-1.0,1.0,1.4142135623730951,crops/control_stable_sasa_12.png,crops_native/control_stable_sasa_12_native.png
control_stable_sasa_13,control_stable_sasa,1,1,733510.5,4051083.75,2517.820068359375,783.8792331194262,2802.847880945894,1581.1827076008672,985,766,0.20432822816851678,0.1875,4,7,0.05129431049791681,0.057919541014958,0.03176012567447579,0.0511577078068438,0.387765496969223,0.38688546419143677,0.20694522559642792,0.14410901069641113,-1.0,0.0,1.0,crops/control_stable_sasa_13.png,crops_native/control_stable_sasa_13_native.png
control_stable_sasa_14,control_stable_sasa,1,1,733298.5,4051123.75,2411.27001953125,568.5948388300485,2715.1884642317364,2189.8719059598525,945,554,0.14821157527234405,0.0625,2,2,0.03900006830134554,0.017143637729663274,0.0704186872481388,0.04302984768799945,0.39742541313171387,0.3913606107234955,0.1546398252248764,0.125649556517601,-1.0,0.0,1.0,crops/control_stable_sasa_14.png,crops_native/control_stable_sasa_14_native.png
control_stable_sasa_15,control_stable_sasa,1,1,733402.5,4051188.75,2459.89990234375,667.7856868357037,2283.1760484325246,1865.2083389151433,880,658,0.17406694860947694,0.1875,7,1,0.33966259135304966,0.35762584522915103,0.12294242196571273,0.09521207567789085,0.3832103908061981,0.393710196018219,0.11678554117679596,0.10633102804422379,-1.0,1.0,1.4142135623730951,crops/control_stable_sasa_15.png,crops_native/control_stable_sasa_15_native.png
control_stable_sasa_16,control_stable_sasa,1,1,733432.5,4050907.75,2519.929931640625,751.4734106882668,3757.8177967349334,1547.4771281953965,1161,688,0.1958812327641959,0.3125,7,7,0.01584591216446964,0.025749607267263164,0.12102998429069052,0.1101017690048494,0.39199206233024597,0.3947282135486603,0.09283866733312607,0.11165272444486618,0.0,0.0,0.0,crops/control_stable_sasa_16.png,crops_native/control_stable_sasa_16_native.png
control_stable_sasa_17,control_stable_sasa,1,1,733331.5,4050948.75,2472.14990234375,640.1686507868014,3750.2042854143565,1784.8588218495506,1120,587,0.16686821211446567,0.0625,1,1,0.052045625298818385,0.08223482002595452,0.2947886073355645,0.29383238849805343,0.3858385682106018,0.3872505724430084,0.21889078617095947,0.22218795120716095,-1.0,0.0,1.0,crops/control_stable_sasa_17.png,crops_native/control_stable_sasa_17_native.png
control_stable_sasa_18,control_stable_sasa,1,1,733470.5,4051242.75,2492.030029296875,739.1035233695765,2003.305295595786,1697.6439135052478,826,726,0.19265686215749667,nan,2,6,0.011338023359060173,0.016255720237688683,0.030803906836964687,0.054162967010450105,0.38897907733917236,0.37953975796699524,0.2687278389930725,0.23470240831375122,-1.0,0.0,1.0,crops/control_stable_sasa_18.png,crops_native/control_stable_sasa_18_native.png
control_stable_sasa_19,control_stable_sasa,1,1,733081.5,4051080.75,2419.610107421875,362.90374852117543,3398.6899130747724,2286.7270142766506,988,337,0.09459554073905103,nan,7,7,0.026432620722628235,0.07219452223208797,0.09268492589304009,0.07478997336247524,0.39156246185302734,0.3970196843147278,0.20316267013549805,0.17331667244434357,0.0,0.0,0.0,crops/control_stable_sasa_19.png,crops_native/control_stable_sasa_19_native.png
control_stable_sasa_20,control_stable_sasa,1,1,732924.5,4051123.75,2418.919921875,202.05647947324263,3436.6715672602795,2646.662671407329,945,180,0.052668626360262226,nan,2,2,0.24786558295198416,0.19069735673792773,0.13953964893108395,0.049108667440748585,0.39101752638816833,0.4123501777648926,0.18467198312282562,0.13731417059898376,-1.0,1.0,1.4142135623730951,crops/control_stable_sasa_20.png,crops_native/control_stable_sasa_20_native.png
control_stable_dwarfpine_01,control_stable_dwarfpine,7,7,733542.5,4051297.75,2517.800048828125,818.3228717432274,1767.5174684852163,1589.267642938672,771,798,0.21330640663571668,0.3125,7,7,0.000956218837511099,0.0032784645857523395,0.6168977528857319,0.5939485007854655,0.38031280040740967,0.37778082489967346,0.09765797108411789,0.08070477098226547,0.0,1.0,1.0,crops/control_stable_dwarfpine_01.png,crops_native/control_stable_dwarfpine_01_native.png
control_stable_dwarfpine_02,control_stable_dwarfpine,7,7,733253.5,4051144.75,2406.219970703125,522.6583608198441,2595.74029800997,2256.686099157039,924,509,0.13623764004921626,0.0625,7,7,0.01885117136807595,0.015436104091250598,0.8160644764701864,0.7797964619903012,0.3965524733066559,0.3994990289211273,0.2590901255607605,0.18755628168582916,0.0,0.0,0.0,crops/control_stable_dwarfpine_02.png,crops_native/control_stable_dwarfpine_02_native.png
control_stable_dwarfpine_03,control_stable_dwarfpine,7,7,733430.5,4051156.75,2476.530029296875,696.3351120725068,2461.004937514016,1773.1755586566994,912,686,0.18150872436701482,0.25,7,7,0.01488969332695854,0.012499146233180793,0.40058739157161394,0.36363636363636365,0.3853447735309601,0.37997958064079285,0.15867871046066284,0.13450883328914642,0.0,0.0,0.0,crops/control_stable_dwarfpine_03.png,crops_native/control_stable_dwarfpine_03_native.png
control_stable_dwarfpine_04,control_stable_dwarfpine,7,7,733606.5,4051190.75,2568.389892578125,878.574461782087,2284.645856616152,1388.167384415236,878,862,0.22901176036473989,0.0625,7,7,0.007649750700088792,0.01284065296086333,0.6787787719418072,0.6937367666143023,0.3834038972854614,0.38172855973243713,0.14471900463104248,0.10054823756217957,0.0,0.0,0.0,crops/control_stable_dwarfpine_04.png,crops_native/control_stable_dwarfpine_04_native.png
control_stable_dwarfpine_05,control_stable_dwarfpine,7,7,733472.5,4051020.75,2513.47998046875,756.695761760197,3141.7156519364976,1591.0118303061995,1048,728,0.19724250589954234,0.0625,7,7,0.03169182432893928,0.01905607540468547,0.6429205655351411,0.6575370534799535,0.37444007396698,0.37853121757507324,0.1736534684896469,0.10341190546751022,-1.0,0.0,1.0,crops/control_stable_dwarfpine_05.png,crops_native/control_stable_dwarfpine_05_native.png
control_stable_dwarfpine_06,control_stable_dwarfpine,7,7,733507.5,4051363.75,2495.169921875,795.0350103104821,1407.3890353991446,1690.7554322412184,705,763,0.2072361253176991,nan,6,4,0.001912437675022198,0.0017758349839491839,0.2280581927463971,0.2086606106140291,0.37823978066444397,0.357783704996109,0.21603502333164215,0.09178945422172546,0.0,0.0,0.0,crops/control_stable_dwarfpine_06.png,crops_native/control_stable_dwarfpine_06_native.png
control_stable_dwarfpine_07,control_stable_dwarfpine,7,7,733364.5,4050903.75,2491.219970703125,688.4708888394618,3923.695406217662,1679.9700875986086,1165,620,0.17945881319289783,0.375,2,2,0.018714568677002937,0.009015777610818933,0.21781299091592105,0.2124854859640735,0.3893340528011322,0.38648781180381775,0.05543087422847748,0.06005360558629036,-1.0,0.0,1.0,crops/control_stable_dwarfpine_07.png,crops_native/control_stable_dwarfpine_07_native.png
control_stable_dwarfpine_08,control_stable_dwarfpine,7,7,733619.5,4051167.75,2578.330078125,892.7682204595137,2384.979352459808,1353.2016899959217,901,875,0.2327115465551061,0.25,7,7,0.0034833686223618605,0.0015709309473396626,0.637114951164538,0.6461990301208934,0.3820659816265106,0.37993305921554565,0.11767367273569107,0.0784374475479126,0.0,0.0,0.0,crops/control_stable_dwarfpine_08.png,crops_native/control_stable_dwarfpine_08_native.png
control_stable_dwarfpine_09,control_stable_dwarfpine,7,7,733547.5,4051488.75,2484.7099609375,869.6981784391127,844.589134040257,1751.5828236813811,580,803,0.22669804267512308,0.125,6,6,0.0013660269107301415,0.00040980807321904243,0.20060105184072127,0.13892493682125537,0.3842332363128662,0.3800406754016876,0.16732735931873322,0.13601236045360565,0.0,1.0,1.0,crops/control_stable_dwarfpine_09.png,crops_native/control_stable_dwarfpine_09_native.png
control_stable_dwarfpine_10,control_stable_dwarfpine,7,7,733623.5,4051205.75,2578.8701171875,897.0818000304647,2220.6260805848283,1351.6292980034186,863,879,0.23383593668250985,0.25,7,7,6.830134553650706e-05,0.00034150672768253537,0.8488491223277098,0.8401065500990369,0.38109081983566284,0.3794586956501007,0.1250874549150467,0.0968136191368103,0.0,0.0,0.0,crops/control_stable_dwarfpine_10.png,crops_native/control_stable_dwarfpine_10_native.png
control_stable_dwarfpine_11,control_stable_dwarfpine,7,7,733474.5,4051565.75,2442.639892578125,834.3478765831594,270.0778466884117,1967.7889138637452,503,730,0.21748353074743088,nan,6,7,6.830134553650706e-05,0.0,0.5878696810327163,0.6177173690321699,0.3822706639766693,0.3589325249195099,0.13785110414028168,0.12005474418401718,0.0,-1.0,1.0,crops/control_stable_dwarfpine_11.png,crops_native/control_stable_dwarfpine_11_native.png
control_stable_dwarfpine_12,control_stable_dwarfpine,7,7,733525.5,4051347.75,2513.280029296875,810.0783170264227,1507.8514579400137,1605.3825187363332,721,781,0.211157357156986,0.3125,7,7,0.00013660269107301413,0.003073560549142818,0.7849190629055393,0.7442114609657811,0.37520062923431396,0.37530404329299927,0.13352182507514954,0.07290627062320709,1.0,0.0,1.0,crops/control_stable_dwarfpine_12.png,crops_native/control_stable_dwarfpine_12_native.png
control_stable_dwarfpine_13,control_stable_dwarfpine,7,7,733394.5,4050629.75,2578.22998046875,867.3771082276369,5179.252042067919,1247.490728590702,1439,650,0.22609302580042126,0.3125,7,7,0.0,0.00034150672768253537,0.6151902192473192,0.6207909295813128,0.35603535175323486,0.37240830063819885,0.17029443383216858,0.11803865432739258,0.0,0.0,0.0,crops/control_stable_dwarfpine_13.png,crops_native/control_stable_dwarfpine_13_native.png
control_stable_dwarfpine_14,control_stable_dwarfpine,7,7,733112.5,4051023.75,2436.6201171875,409.48397300171126,3841.0293392836356,2080.447072812748,1045,368,0.10673727677908415,0.0625,2,2,0.04917696878628509,0.05785123966942149,0.32600232224574827,0.32982719759579265,0.3905259966850281,0.3959258496761322,0.09030800312757492,0.08967550843954086,-1.0,0.0,1.0,crops/control_stable_dwarfpine_14.png,crops_native/control_stable_dwarfpine_14_native.png
control_stable_dwarfpine_15,control_stable_dwarfpine,7,7,733476.5,4050613.75,2577.889892578125,940.7722780536822,4964.463537128338,1311.9829557196995,1455,732,0.24522442305278147,0.25,7,7,0.0,0.0,0.39471347585547434,0.4188921521753979,0.34563374519348145,0.3529492914676666,0.2929765582084656,0.27483296394348145,-1.0,0.0,1.0,crops/control_stable_dwarfpine_15.png,crops_native/control_stable_dwarfpine_15_native.png
control_stable_dwarfpine_16,control_stable_dwarfpine,7,7,733549.5,4051356.75,2518.669921875,835.7417216251204,1488.9637710046516,1587.4073029692324,712,805,0.21784685442757482,0.5625,7,7,0.00013660269107301413,0.00013660269107301413,0.6790519773239533,0.6590396830817568,0.3772714138031006,0.3745962083339691,0.11011660844087601,0.06829207390546799,0.0,1.0,1.0,crops/control_stable_dwarfpine_16.png,crops_native/control_stable_dwarfpine_16_native.png
control_stable_dwarfpine_17,control_stable_dwarfpine,7,7,733603.5,4051465.75,2518.47998046875,916.3615679309886,1046.9189861688506,1606.1826549394389,603,859,0.23886145674755555,0.5,2,2,0.0007513148009015778,0.0,0.4716207909295813,0.4581654258588894,0.37241074442863464,0.3736223578453064,0.13749484717845917,0.17367011308670044,0.0,0.0,0.0,crops/control_stable_dwarfpine_17.png,crops_native/control_stable_dwarfpine_17_native.png
control_stable_dwarfpine_18,control_stable_dwarfpine,7,7,733524.5,4051341.75,2514.18994140625,807.9421699234347,1536.5913919914942,1600.5523581051666,727,780,0.21060054287460744,0.125,7,7,0.00034150672768253537,0.013796871798374428,0.777610818933133,0.7358786968103271,0.3786812424659729,0.378417044878006,0.09171692281961441,0.07505536824464798,1.0,0.0,1.0,crops/control_stable_dwarfpine_18.png,crops_native/control_stable_dwarfpine_18_native.png
control_stable_dwarfpine_19,control_stable_dwarfpine,7,7,733571.5,4051516.75,2497.360107421875,902.6760588705711,753.525059298735,1695.823949435476,552,827,0.23529415237240153,0.125,7,7,0.0,0.0012294242196571274,0.5876647769961069,0.5867768595041323,0.3783733546733856,0.37154144048690796,0.0819789245724678,0.08112667500972748,1.0,1.0,1.4142135623730951,crops/control_stable_dwarfpine_19.png,crops_native/control_stable_dwarfpine_19_native.png
control_stable_dwarfpine_20,control_stable_dwarfpine,7,7,733532.5,4051443.75,2499.9599609375,841.1159288289605,1040.5765762189847,1673.5898269287422,625,788,0.21924771082148803,nan,7,7,0.0006830134553650707,0.0,0.5921726658015163,0.5976367734444369,0.37492769956588745,0.37731242179870605,0.07767479121685028,0.06246604397892952,0.0,0.0,0.0,crops/control_stable_dwarfpine_20.png,crops_native/control_stable_dwarfpine_20_native.png
gain_dwarfpine_to_sasa_01,gain_dwarfpine_to_sasa,7,1,733206.5,4050978.75,2441.090087890625,513.2713430261471,3884.5334880295454,2002.295767020698,1090,462,0.13379079284044446,0.125,7,7,0.030667304145891673,0.04323475172460897,0.39553309200191245,0.36377296632743666,0.3973313271999359,0.3948027789592743,0.19566436111927032,0.18601705133914948,0.0,0.0,0.0,crops/gain_dwarfpine_to_sasa_01.png,crops_native/gain_dwarfpine_to_sasa_01_native.png
gain_dwarfpine_to_sasa_02,gain_dwarfpine_to_sasa,7,1,733359.5,4051159.75,2431.840087890625,625.6748480630122,2458.7691297662427,2036.0473614182636,909,615,0.16309021557513817,0.3125,2,2,0.05491428181135168,0.07567789085444983,0.12690390000683013,0.15449764360357898,0.3880314230918884,0.37947386503219604,0.07719682157039642,0.08265062421560287,-1.0,-1.0,1.4142135623730951,crops/gain_dwarfpine_to_sasa_02.png,crops_native/gain_dwarfpine_to_sasa_02_native.png
gain_dwarfpine_to_sasa_03,gain_dwarfpine_to_sasa,7,1,733394.5,4051180.75,2456.75,659.7365161255996,2329.288198768279,1883.3201814836807,888,650,0.1719688284910544,nan,5,5,0.17444163650023906,0.19725428590943242,0.14466224984632198,0.10088108735742093,0.37147843837738037,0.391389936208725,0.1078900396823883,0.09164004027843475,0.0,0.0,0.0,crops/gain_dwarfpine_to_sasa_03.png,crops_native/gain_dwarfpine_to_sasa_03_native.png
gain_dwarfpine_to_sasa_04,gain_dwarfpine_to_sasa,7,1,733242.5,4051233.75,2395.72998046875,514.5087199978583,1929.582746893889,2354.148645299708,835,498,0.13411333110083457,0.1875,1,7,0.06536438767843726,0.024110374974386995,0.19752749129157846,0.3110443275732532,0.4009041488170624,0.40154457092285156,0.12600946426391602,0.12926463782787323,-2.0,-1.0,2.23606797749979,crops/gain_dwarfpine_to_sasa_04.png,crops_native/gain_dwarfpine_to_sasa_04_native.png
gain_dwarfpine_to_sasa_05,gain_dwarfpine_to_sasa,7,1,733545.5,4051250.75,2526.909912109375,816.5859758305411,1995.2469725601634,1547.183300556917,818,801,0.21285366232338165,0.6875,2,2,0.0021173417116317193,0.00027320538214602825,0.0685745509186531,0.05067959838808825,0.361452579498291,0.3674435615539551,0.15301086008548737,0.1799047291278839,0.0,1.0,1.0,crops/gain_dwarfpine_to_sasa_05.png,crops_native/gain_dwarfpine_to_sasa_05_native.png
gain_dwarfpine_to_sasa_06,gain_dwarfpine_to_sasa,7,1,733230.5,4051283.75,2407.719970703125,509.0665896748038,1525.2876920001722,2277.129821477031,785,486,0.1326947696702086,nan,1,1,0.08961136534389727,0.08319103886346561,0.2909637319855201,0.2376886824670446,0.3992176055908203,0.39187419414520264,0.08063604682683945,0.08805626630783081,-1.0,0.0,1.0,crops/gain_dwarfpine_to_sasa_06.png,crops_native/gain_dwarfpine_to_sasa_06_native.png
