blind_id,sample_id,stratum,cls2012,cls2021,x,y,z,row,col,u,v,annotated_figure,native_crop
B088,loss_to_otherveg_01,loss_to_otherveg,1,2,733255.5,4051275.75,2413.340087890625,793,511,1623.7264208843987,2214.825054875865,crops/loss_to_otherveg_01.png,crops_native/loss_to_otherveg_01_native.png
B089,control_stable_sasa_02,control_stable_sasa,1,1,733415.5,4051167.75,2467.090087890625,901,671,2402.3035785011953,1824.3136294031156,crops/control_stable_sasa_02.png,crops_native/control_stable_sasa_02_native.png
B090,control_stable_sasa_14,control_stable_sasa,1,1,733298.5,4051123.75,2411.27001953125,945,554,2715.1884642317364,2189.8719059598525,crops/control_stable_sasa_14.png,crops_native/control_stable_sasa_14_native.png
B091,loss_to_dwarfpine_20,loss_to_dwarfpine,1,7,733414.5,4051337.75,2453.81005859375,731,670,1431.2174056924628,1903.6554692483346,crops/loss_to_dwarfpine_20.png,crops_native/loss_to_dwarfpine_20_native.png
B092,loss_to_dwarfpine_22,loss_to_dwarfpine,1,7,733067.5,4051031.75,2434.8798828125,1037,323,3949.19439746074,2127.3437920054935,crops/loss_to_dwarfpine_22.png,crops_native/loss_to_dwarfpine_22_native.png
B093,gain_dwarfpine_to_sasa_06,gain_dwarfpine_to_sasa,7,1,733230.5,4051283.75,2407.719970703125,785,486,1525.2876920001722,2277.129821477031,crops/gain_dwarfpine_to_sasa_06.png,crops_native/gain_dwarfpine_to_sasa_06_native.png
B094,loss_to_dwarfpine_19,loss_to_dwarfpine,1,7,733313.5,4051339.75,2419.7099609375,729,569,1261.0254534851238,2140.5280861035144,crops/loss_to_dwarfpine_19.png,crops_native/loss_to_dwarfpine_19_native.png
B095,loss_to_otherveg_03,loss_to_otherveg,1,2,733195.5,4051280.75,2392.070068359375,788,451,1491.3266102142393,2439.945504245894,crops/loss_to_otherveg_03.png,crops_native/loss_to_otherveg_03_native.png
B096,control_stable_dwarfpine_15,control_stable_dwarfpine,7,7,733476.5,4050613.75,2577.889892578125,1455,732,4964.463537128338,1311.9829557196995,crops/control_stable_dwarfpine_15.png,crops_native/control_stable_dwarfpine_15_native.png
B097,loss_to_dwarfpine_23,loss_to_dwarfpine,1,7,733106.5,4050963.75,2446.669921875,1105,362,4397.006326917851,1983.1154241026106,crops/loss_to_dwarfpine_23.png,crops_native/loss_to_dwarfpine_23_native.png
B098,control_stable_dwarfpine_19,control_stable_dwarfpine,7,7,733571.5,4051516.75,2497.360107421875,552,827,753.525059298735,1695.823949435476,crops/control_stable_dwarfpine_19.png,crops_native/control_stable_dwarfpine_19_native.png
B099,control_stable_sasa_08,control_stable_sasa,1,1,733105.5,4051074.75,2418.3701171875,994,361,3390.2005073888245,2271.864739636768,crops/control_stable_sasa_08.png,crops_native/control_stable_sasa_08_native.png
B100,control_stable_dwarfpine_05,control_stable_dwarfpine,7,7,733472.5,4051020.75,2513.47998046875,1048,728,3141.7156519364976,1591.0118303061995,crops/control_stable_dwarfpine_05.png,crops_native/control_stable_dwarfpine_05_native.png
