# rows=reference(1..7),cols=predicted(1..7): Sasa spp.|Other vegetation|Non-vegetated|Sorbus spp.|Acer tschonoskii|Alnus alnobetula|Pinus pumila
36847,509,0,0,50,0,990
291,336705,483,302,114,579,965
12,410,39913,20,0,0,277
17,673,0,27811,63,316,402
158,498,0,158,11647,173,124
195,1148,0,373,19,45810,585
512,623,637,363,161,209,106870
