# rows=reference(1..7),cols=predicted(1..7): Sasa spp.|Other vegetation|Non-vegetated|Sorbus spp.|Acer tschonoskii|Alnus alnobetula|Pinus pumila
36897,823,0,17,1,0,658
228,337667,295,190,48,264,747
0,299,39765,0,18,12,538
13,246,4,28779,7,56,177
199,231,0,29,12170,53,76
2,811,2,89,82,46992,152
406,1059,450,349,35,188,106888
